cyc,freq (MHz),wiggle time pre,pulse time,wiggle time post,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
125,44.923,0.48,0.01,0.5,3,125,35280.5,-0.0405245,51.3158,15.4959,80.8056,0.267056,104.593,500,2.96719,0.15078,1.55966,0.980683,0.182717,-40.5312,364.702,-96.2759,36260.7,26795.2,3.22241,0.405994,2.07008,1.2359,0.437931,0.719208,421.55,-92.0649,36317.5,0.0148506,1.61863,-0.00469164,28386 
126,44.783,0.48,0.01,0.5,3,126,33844,-0.255147,51.9905,14.6965,80.946,-0.233168,391.083,358.831,1.43146,2.22405,2.8177,-0.355509,1.17495,-41.2034,8835.53,47.1437,26055.1,27841.7,1.6909,2.4835,3.3366,-0.0960625,1.4344,0.622955,8893.32,51.4246,26112.8,0.306664,0.989982,0.00361458,29000.2 
127,44.863,0.48,0.01,0.5,3,127,31068.3,-0.258016,47.6707,14.7703,81.1032,-0.156062,517.083,398.739,0.358089,1.66815,2.78702,0.723326,-2.18448,-65.4513,6312.43,27.7347,26068.3,25548,0.770219,2.08028,3.61128,1.13546,-1.77235,0.380026,6404.23,34.5348,26160.1,0.241237,0.990651,0.00242593,26547.5 
128,44.813,0.48,0.01,0.5,3,128,29685.3,-0.249783,48.354,13.9253,81.4551,-0.551782,548.09,184.837,0.157787,-1.82313,-1.51302,1.49077,0.515352,-40.0191,14057.8,87.5615,16798,31764.6,0.409776,-1.57114,-1.00904,1.74276,0.767341,3.9704,14114,91.7193,16854.1,0.520971,0.988756,0.00992514,27091.7 
129,44.883,0.48,0.01,0.5,3,129,34379.2,-0.298175,51.0659,15.2769,81.2093,-0.672584,922.366,488.626,0.935235,-1.23888,-3.30101,-1.42921,-0.91176,-11.9589,2864.74,-63.3596,32819.7,45590.8,1.01054,-1.16358,-3.15041,-1.35391,-0.836458,0.426554,2881.51,-62.1171,32836.5,0.102306,1.0392,-0.00349691,28165.6 
130,44.793,0.48,0.01,0.5,3,130,30993.2,-0.0330277,50.5722,13.7082,81.5038,-0.0864617,82.8963,3.46685e-11,0.932639,2.6893,2.04582,1.3022,0.939077,-37.2065,10465.3,33.5625,21683.7,22801,1.16692,2.92358,2.51438,1.53648,1.17336,0.730064,10517.5,37.4281,21735.9,0.385904,0.993811,0.00316198,27254.1 
131,44.763,0.48,0.01,0.5,3,131,34189.9,-0.297673,49.9477,15.5682,80.7087,0.836976,-1437.63,0.00320615,0.464832,1.58969,-0.289767,-0.167508,0.223506,-54.9737,3393.73,-59.1257,32085.6,64483.5,0.810986,1.93584,0.402542,0.178647,0.569661,0.896723,3470.83,-53.4142,32162.7,0.122922,1.02768,-0.00306867,28236.1 
132,44.903,0.48,0.01,0.5,3,132,35742.9,-0.36025,51.7232,15.8003,80.8846,-1.03713,-844.905,499.665,1.61182,0.354349,3.51534,1.61967,1.64599,-32.1666,762.556,-95.7392,36410,55129.8,1.81437,0.556893,3.92043,1.82222,1.84854,0.606479,807.673,-92.3972,36455.1,0.0279683,1.25031,-0.0046908,28878.1 
133,44.663,0.48,0.01,0.5,3,133,33635.7,-0.273642,49.9837,15.3551,81.0978,-0.753253,1222.77,500,-0.524493,-1.32123,0.694814,1.80734,0.774337,-43.5442,1007.33,-129.589,33956.2,54968.4,-0.250307,-1.04704,1.24319,2.08153,1.04852,0.595829,1068.4,-125.065,34017.3,0.0391906,1.25763,-0.00681872,27261.7 
134,44.833,0.48,0.01,0.5,3,134,30486,-0.216695,49.0158,14.0113,81.2741,0.198565,255.312,331.267,3.3766,-1.61804,2.68515,-2.6219,-0.40885,-66.6212,13355.4,98.6428,18167.1,24007.1,3.7961,-1.19854,3.52414,-2.20241,0.0106458,0.103258,13448.8,105.564,18260.5,0.48888,0.98645,0.010537,27509.4 
135,44.723,0.48,0.01,0.5,3,135,34391,-0.0558739,49.1899,15.7676,80.8389,-0.0190556,6.59422,500,0.176237,-0.366656,0.23812,-2.62717,2.67273,-65.2975,291.579,-118.834,35405.2,25252.7,0.587398,0.0445042,1.06044,-2.21601,3.08389,0.585801,383.165,-112.05,35496.8,0.0138249,2.04816,-0.00584886,27715.7 
136,44.703,0.48,0.01,0.5,3,136,32865.4,0.0299291,45.516,16.1454,80.826,0.00547841,-30.6952,1.67877e-11,1.52259,1.38045,4.22324,-1.25341,-0.257554,-61.7237,872.799,-124.538,33159.5,23928.1,1.91125,1.76911,5.00056,-0.864747,0.131104,0.370783,959.373,-118.125,33246,0.0361226,1.27465,-0.00658821,26558.8 
137,44.823,0.48,0.01,0.5,3,137,28081.9,-0.11243,45.4406,13.9826,81.183,0.159531,18.5768,500,2.69954,3.04667,2.01647,1.91217,0.5311,-86.5423,13138.8,104.002,16088.5,20780.2,3.24448,3.59161,3.10634,2.45711,1.07603,0.769484,13260.1,112.994,16209.9,0.515122,0.985307,0.0126779,25741.7 
138,44.853,0.48,0.01,0.5,3,138,28455.2,0.0228413,47.0102,13.5752,81.3167,-0.0314731,45.54,7.8543e-12,2.88039,0.603154,1.01027,-0.600479,-0.531365,-76.1036,8804.38,41.251,20944.9,20821.3,3.3596,1.08236,1.96868,-0.121275,-0.0521611,0.684365,8911.12,49.1579,21051.6,0.35473,0.990438,0.0042831,25120.9 
139,44.683,0.48,0.01,0.5,3,139,34512.8,-0.175454,49.3037,15.8283,80.9322,-6.9325,9134.87,0.93014,-0.466076,0.371055,0.95601,-0.0443924,-1.06971,-40.5671,1056.7,-112.935,34837.8,2.08692e+06,-0.210636,0.626496,1.46689,0.211048,-0.814272,-0.146432,1113.6,-108.72,34894.7,0.0397964,1.20606,-0.00577252,27982.5 
140,44.843,0.48,0.01,0.5,3,140,30565.9,-0.00977535,49.3801,13.8784,81.0386,-0.124371,48.8377,500,1.76867,-1.04123,-0.0225316,-0.236771,-1.06548,-92.6318,12261.2,59.9736,19517,22507.1,2.35195,-0.457952,1.14402,0.346507,-0.482198,0.605826,12391.1,69.5976,19647,0.450271,0.990266,0.00648319,27519.3 
141,45.003,0.48,0.01,0.5,3,141,33374,-0.289809,48.0086,15.7846,80.7235,0.49332,11.7357,127.942,0.481825,1.10773,3.06157,-0.453928,0.986469,-48.173,269.725,-75.6098,34540.7,24857.3,0.785157,1.41106,3.66824,-0.150595,1.2898,0.47624,337.292,-70.6048,34608.3,0.0124989,1.5781,-0.00377227,26985.7 
142,44.743,0.48,0.01,0.5,3,142,35405.5,-0.0478656,50.5342,15.8167,80.7827,0.0319597,-37.5174,500,-0.804513,-2.07546,2.71013,-0.318556,0.293151,-20.6448,837.308,-109.838,35984,26058.4,-0.674518,-1.94546,2.97012,-0.188561,0.423146,-4.07955,866.264,-107.693,36013,0.0302929,1.27805,-0.00553916,28596.3 
143,44.803,0.48,0.01,0.5,3,143,28034.5,-0.0567817,45.9579,13.7143,81.4139,-0.00602771,77.4853,499.997,1.529,-1.19971,2.76488,-1.98468,0.355585,-30.9078,11753.5,98.3682,17440.1,20533,1.72362,-1.00509,3.15412,-1.79006,0.550203,-0.19801,11796.8,101.579,17483.5,0.467032,0.985155,0.0105893,25259.1 
144,44.983,0.48,0.01,0.5,3,144,33266.9,-0.290119,49.9987,15.1696,80.6828,-0.0200794,143.489,0.000128125,1.03568,1.29188,2.94809,-1.60453,0.874499,-22.2208,609.871,-94.338,34111.9,24784.2,1.1756,1.4318,3.22793,-1.46461,1.01442,0.400585,641.038,-92.0294,34143.1,0.0238028,1.33553,-0.00498999,26931.2 
