cyc,freq,VVA,Charge Time,Wiggle Time,Pulse Time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
60,44.8,1.5,0.57,0.33,0.08,60,28200.7,-0.135524,46.9419,13.7157,79.7917,-0.0240733,14.3733,0.00506265,0.389647,1.60438,-0.284676,3.44257,1.80116,-12.1651,1739.02,-52.6727,27836,20970.4,0.466247,1.68098,-0.131475,3.51917,1.87776,1.01774,1756.08,-51.4088,27853,0.0462552,1.054,-0.0034116,37965 
61,44.803,1.5,0.57,0.33,0.08,61,28217,-0.318787,47.6512,13.6358,79.9508,0.228921,458.513,367.559,1.89579,1.90139,-1.21558,1.57656,-1.79694,-5.19166,1500.97,-43.0997,28115.6,24568.7,1.92848,1.93408,-1.1502,1.60925,-1.76425,1.44976,1508.25,-42.5603,28122.9,0.0396198,1.05195,-0.00279558,38068 
62,44.806,1.5,0.57,0.33,0.08,62,26222.4,-0.327738,45.0841,13.4583,79.6783,0.262949,111.365,486.108,-0.90562,0.788792,0.347563,0.529367,0.34213,19.0509,1806.23,-17.7871,25807.9,20705.2,-1.02558,0.668834,0.107646,0.409408,0.222172,0.718559,1779.51,-19.7664,25781.2,0.050418,1.01982,-0.00141433,35295.1 
63,44.809,1.5,0.57,0.33,0.08,63,26673.6,-0.244722,47.805,12.8143,79.9833,-0.0344792,19.1058,328.56,-0.714895,0.577553,0.126423,2.8701,-0.0102623,5.11926,5656.67,52.2037,22323.4,19963.3,-0.747129,0.545319,0.0619535,2.83787,-0.0424969,0.97667,5649.49,51.6719,22316.2,0.162995,0.984246,0.00424717,34660.5 
64,44.812,1.5,0.57,0.33,0.08,64,26499.3,-0.140581,48.9361,12.3832,80.1977,0.0250026,-2.62559,500,-0.522618,0.550129,1.86546,0.0314947,-1.99597,-23.1011,10356.3,148.443,17413.1,19728.9,-0.377156,0.695591,2.15638,0.176956,-1.85051,-1.69123,10388.7,150.843,17445.5,0.314163,0.97522,0.0156781,33067.8 
65,44.815,1.5,0.57,0.33,0.08,65,27896.6,-0.14092,51.088,12.4764,80.1852,0.00565604,177.991,500,0.95561,0.628307,4.55095,0.80386,1.40327,-52.156,17366,220.699,11736.1,20782,1.28402,0.95672,5.20778,1.13227,1.73168,0.495002,17439.2,226.118,11809.2,0.531825,0.977813,0.0340701,32791.2 
66,44.818,1.5,0.57,0.33,0.08,66,26517.3,-0.182679,49.9369,12.1466,80.1445,0.0192794,-74.8016,323.94,1.08378,-0.545766,1.56275,0.866041,0.542556,-71.1012,15615.9,164.672,12133.6,19792.5,1.53148,-0.0980612,2.45816,1.31375,0.990261,0.60324,15715.7,172.059,12233.3,0.497033,0.981201,0.0252545,31619 
67,44.821,1.5,0.57,0.33,0.08,67,25586.1,-0.108592,47.7703,-12.2311,80.2149,0.0251036,14.2416,500,-0.354961,0.431659,4.87839,-0.257592,0.921214,-36.7521,10565.4,102.146,16320.8,19032,-0.123543,0.663078,5.34123,-0.0261739,1.15263,0.237754,10617,105.965,16372.4,0.332809,0.982834,0.011782,31901.1 
68,44.824,1.5,0.57,0.33,0.08,68,27548.7,0.0429209,47.7167,13.1479,79.8931,0.0172568,-6.99461,0.0105835,0.00136249,0.764517,0.637057,0.0815445,2.43919,-43.8374,3651.68,4.41313,25385.8,20427,0.277395,1.04055,1.18912,0.357577,2.71522,0.786891,3713.17,8.96766,25447.3,0.100916,0.995791,0.00064874,36794.6 
69,44.827,1.5,0.57,0.33,0.08,69,28144.6,-0.328241,47.91,13.5372,79.7642,-0.112834,-174.216,29.8079,-0.46752,0.954924,1.44056,1.53414,0.270063,18.1196,1321.99,-63.5654,28211.4,21752.9,-0.581615,0.84083,1.21237,1.42005,0.155969,0.602188,1296.57,-65.4479,28186,0.0341758,1.0969,-0.00429575,37938.4 
70,44.83,1.5,0.57,0.33,0.08,70,25463.6,-0.0631014,44.6971,-13.0183,79.6432,-0.01053,11.097,500,0.748669,0.108628,-1.67532,0.884138,0.955776,-7.93225,1501.63,-36.7282,25429.3,18945.9,0.798616,0.158576,-1.57542,0.934086,1.00572,2.19207,1512.76,-35.9041,25440.4,0.0437399,1.04333,-0.00260654,34585.3 
71,44.833,1.5,0.57,0.33,0.08,71,27725.7,-0.31781,47.0567,13.5642,79.636,-0.0114946,101.745,291.845,-1.26974,-2.11045,-0.770364,0.122386,-0.0439128,-13.975,2477.42,-36.0769,26544.3,20816.4,-1.18174,-2.02246,-0.594371,0.210383,0.0440838,0.832293,2497.02,-34.6249,26563.9,0.0674322,1.02487,-0.00240688,37030.1 
72,44.836,1.5,0.57,0.33,0.08,72,26256.6,-0.306165,46.0051,13.2274,79.7743,-0.0841817,596.008,499.585,1.7004,0.376669,0.0829623,-0.132876,-0.226534,-33.2601,1969.49,-21.1658,25814,21442.8,1.90983,0.586099,0.501823,0.0765541,-0.0171042,0.835856,2016.14,-17.7102,25860.6,0.0565776,1.01561,-0.00126313,35634.9 
73,44.839,1.5,0.57,0.33,0.08,73,27608.2,-0.212669,46.4962,13.6279,79.7868,-0.329876,174.371,4.74032e-05,1.98549,1.39874,2.87738,-0.436353,-0.941044,-41.5148,830.534,-50.3592,28170,22499.7,2.2469,1.66015,3.40019,-0.174945,-0.679636,0.473055,888.763,-46.046,28228.2,0.0236464,1.09971,-0.00301391,37585.5 
74,44.842,1.5,0.57,0.33,0.08,74,28627.5,-0.319522,47.2032,13.9411,79.6816,-0.166216,144.76,86.8018,1.79398,0.837436,-1.4258,1.24635,-0.89029,18.6364,415.002,-63.6711,29455.3,22205.5,1.67663,0.720088,-1.6605,1.12901,-1.00764,2.93624,388.863,-65.6074,29429.1,0.010062,1.41895,-0.0041236,38646.7 
