cyc,freq,VVA,Charge Time,Wiggle Time,Pulse Time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
75,44.8,1.5,0.53,0.37,0.08,75,27581.9,-0.31714,46.4538,13.6712,79.6101,0.0249984,-192.538,498.974,-0.64856,0.287522,1.40856,-0.0707853,1.07991,27.7296,698.678,-67.391,28210.7,20830.6,-0.823166,0.112916,1.05935,-0.245391,0.905301,-0.0498908,659.784,-70.272,28171.8,0.0176966,1.22909,-0.00461617,37283.2 
76,44.803,1.5,0.53,0.37,0.08,76,24378.7,0.021913,42.5968,-13.0814,79.7665,0.0172799,-46.6357,2.22682e-11,3.00252,-1.2306,2.13907,-0.170482,0.577981,22.2703,312.77,-53.9162,25608.5,18165.8,2.86229,-1.37083,1.85861,-0.310712,0.437751,0.465471,281.533,-56.23,25577.3,0.00839596,1.53733,-0.00406622,33532 
77,44.806,1.5,0.53,0.37,0.08,77,29176.8,-0.322044,48.447,13.8362,79.8976,-0.266752,-455.78,167.059,2.20603,1.31312,1.86509,0.713452,-0.809765,20.8562,1339.11,-47.6836,29135.3,25779.1,2.07471,1.18179,1.60244,0.582127,-0.94109,0.6439,1309.86,-49.8505,29106,0.0334594,1.07135,-0.003165,39147.7 
78,44.809,1.5,0.53,0.37,0.08,78,29710.7,-0.00398971,49.375,13.6465,79.7264,-0.0154244,-11.2348,500,0.942131,1.95033,-1.22571,3.16297,0.113945,15.1839,2468.5,-17.684,28600.3,21940,0.846522,1.85472,-1.41693,3.06736,0.0183363,1.32424,2447.21,-19.2615,28579,0.0617982,1.01397,-0.00124308,39599.9 
79,44.812,1.5,0.53,0.37,0.08,79,26463.3,0.0858486,46.0454,12.9923,79.8795,0.0659067,-244.635,0.00567057,1.04325,0.113154,1.0947,-0.0933507,1.24005,8.79926,2817.47,-10.822,25029,19999.4,0.98784,0.0577476,0.983889,-0.148757,1.18465,0.67903,2805.13,-11.7363,25016.7,0.0794049,1.00738,-0.000864947,35326.8 
80,44.815,1.5,0.53,0.37,0.08,80,28442.4,-0.274314,47.3104,13.7162,79.6277,-0.140145,62.7742,0.401801,-2.17437,-0.575285,-3.23722,0.491006,-2.07607,91.7203,2321.36,-21.4503,27400.8,21410.8,-2.75191,-1.15282,-4.39229,-0.0865322,-2.6536,0.602045,2192.72,-30.9797,27272.1,0.058245,1.02535,-0.00209692,37646.5 
81,44.818,1.5,0.53,0.37,0.08,81,26341.7,-0.0633146,46.1073,13.042,80.0611,0.557888,1352.51,500,2.90818,-0.425834,-2.37757,2.60688,0.794628,-21.9024,2077.58,-13.1223,25730.5,44138.4,3.04609,-0.28792,-2.10175,2.74479,0.932541,1.48497,2108.3,-10.8467,25761.2,0.0592253,1.00909,-0.000776215,35597.9 
82,44.821,1.5,0.53,0.37,0.08,82,29711.2,-0.0305716,51.1902,13.187,79.6906,-0.0191548,23.8774,500,2.47662,3.34353,1.52794,-0.138225,1.80049,-67.2277,6207.53,28.645,24820.3,21989.8,2.89993,3.76684,2.37457,0.28509,2.2238,0.794414,6301.83,35.6297,24914.6,0.162876,0.990203,0.00262742,38690.9 
83,44.824,1.5,0.53,0.37,0.08,83,27118.6,-0.206313,49.7014,12.457,79.7974,-0.0709576,29.9155,0.000298721,-0.631701,0.814948,0.716072,3.29245,0.9267,-20.5403,12419.9,128.694,15941.4,20223.9,-0.502364,0.944285,0.974746,3.42179,1.05604,0.834635,12448.7,130.828,15970.2,0.374847,0.981941,0.0148662,33210 
84,44.827,1.5,0.53,0.37,0.08,84,26016.8,0.183682,48.2699,12.1904,80.3105,0.0422057,-99.749,1.89754e-12,3.92992,0.686098,1.81056,0.357989,-1.8037,-16.7788,15553.9,201.577,11834.4,19292.3,4.03557,0.79175,2.02187,0.46364,-1.69805,0.639903,15577.4,203.32,11857.9,0.502615,0.977669,0.0306183,30992.7 
85,44.83,1.5,0.53,0.37,0.08,85,31727.1,-0.306106,56.5387,12.8031,80.1074,-1.1774,1943.33,283.737,2.09934,-0.50387,-1.32076,1.13542,-0.274719,-28.8026,16312.5,224.864,16601.7,98049,2.2807,-0.322508,-0.958035,1.31679,-0.0933565,1.43085,16352.9,227.856,16642.1,0.430479,0.976196,0.0246008,37987.6 
86,44.833,1.5,0.53,0.37,0.08,86,27790.7,-0.0651479,50.2813,12.5854,79.9761,-0.00460127,20.8003,500,-0.141225,1.89098,-2.68569,-0.724151,0.257644,10.1674,11380.3,121.875,17754.9,20603.2,-0.205246,1.82696,-2.81374,-0.788172,0.193622,-0.574938,11366,120.819,17740.7,0.33013,0.981738,0.0123898,34428.9 
87,44.836,1.5,0.53,0.37,0.08,87,29344.2,-0.0578917,49.9222,13.3442,79.7878,-0.0229571,19.1669,500,0.578367,0.127408,5.28886,1.95645,-0.179439,-19.5975,5180.63,27.287,25478.7,21700.4,0.701768,0.250808,5.53566,2.07986,-0.0560381,0.349668,5208.11,29.3231,25506.2,0.135748,0.990243,0.0021133,38366.1 
88,44.839,1.5,0.53,0.37,0.08,88,26941.7,-0.0984203,46.7107,13.233,79.735,-0.0314783,29.7422,500,1.81882,1.72821,-1.52366,0.557205,3.06806,-51.2437,2429.96,0.0563571,25893.2,20152.4,2.14148,2.05088,-0.878328,0.879873,3.39073,1.1158,2501.83,5.38038,25965.1,0.0690037,0.996251,0.000381567,36256.5 
89,44.842,1.5,0.53,0.37,0.08,89,28737.7,-0.253524,48.9744,13.5165,80.0686,0.13838,30.2405,5.24577e-07,0.616738,1.93007,2.30929,2.10788,-0.548516,-13.7122,2666.3,-15.9064,27437.7,21685.3,0.70308,2.01641,2.48197,2.19422,-0.462174,0.642032,2685.53,-14.4818,27456.9,0.0699731,1.00953,-0.00097254,38379.5 
