cyc,freq (MHz),wiggle time pre,pulse time,wiggle time post,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
50,44.923,0.4,0.04,0.55,1.7,50,34018.3,-0.105467,48.2803,15.561,80.5113,-0.0551276,-47.3168,471.32,2.72816,1.00249,5.69359,0.659526,-1.97054,-9.73854,284.59,-25.4484,34382.7,24541.9,2.78948,1.06381,5.81623,0.720847,-1.90922,0.314217,298.249,-24.4366,34396.4,0.0111356,1.16738,-0.00131042,26783.5 
51,44.783,0.4,0.04,0.55,1.7,51,35296.8,-0.133839,48.1637,16.2337,80.0827,0.0288206,110.109,109.113,-1.23392,2.28729,3.5136,0.508054,0.28237,10.9094,356.742,-55.9002,35584.5,25556,-1.30262,2.2186,3.37622,0.43936,0.213676,0.317279,341.44,-57.0336,35569.2,0.0123131,1.41306,-0.00296248,27729.7 
52,44.863,0.4,0.04,0.55,1.7,52,34314.3,-0.129896,48.5132,15.6677,80.1892,0.215149,-404.914,118.086,-1.41845,2.71059,5.52188,2.50862,3.23986,10.1613,489.493,-34.499,34484.3,27579.4,-1.48244,2.64661,5.39391,2.44464,3.17588,0.557099,475.241,-35.5547,34470.1,0.0175903,1.15065,-0.00190368,27017.2 
53,44.813,0.4,0.04,0.55,1.7,53,36517,-0.152038,49.8,16.274,80.3322,0.0897122,-22.6235,303.616,-0.182233,-0.602514,-0.0472779,1.41496,1.44804,-18.0107,323.06,10.7027,36715.2,26448.8,-0.0688241,-0.489106,0.179539,1.52837,1.56145,0.933784,348.321,12.574,36740.4,0.0121627,0.940581,0.000630041,28638.5 
54,44.883,0.4,0.04,0.55,1.7,54,36027.9,0.00231043,48.2392,16.4754,80.1723,0.0664618,-160.625,500,-1.33923,0.54049,2.44843,-1.20959,0.385947,13.6681,542.991,-75.3851,35899.4,26219.5,-1.4253,0.454426,2.2763,-1.29566,0.299883,-6.35104,523.82,-76.8051,35880.2,0.0186071,1.34516,-0.00395882,28151.6 
55,44.793,0.4,0.04,0.55,1.7,55,34423.5,-0.12112,49.7225,15.3143,80.4677,-0.0410475,22.6401,484.92,-3.2345,-1.32774,0.20784,2.14345,-0.890974,47.7408,741.205,-87.9597,34284.2,24818.5,-3.53511,-1.62835,-0.393382,1.84284,-1.19158,0.919809,674.244,-92.9198,34217.3,0.0249521,1.31782,-0.00502754,27021.6 
56,44.763,0.4,0.04,0.55,1.7,56,35459.6,-0.151134,49.8105,15.8074,80.59,-0.0145209,-192.583,402.513,2.35231,1.92236,2.02677,0.487343,0.451651,18.9961,346.797,-37.054,35660.2,25722.7,2.2327,1.80275,1.78754,0.36773,0.332037,0.725953,320.153,-39.0276,35633.5,0.0115337,1.27118,-0.00202164,27758 
57,44.903,0.4,0.04,0.55,1.7,57,36410.6,-0.155738,49.3511,16.3837,80.324,0.161693,32.0074,217.577,0.824066,3.04436,4.88815,-1.07089,2.14672,42.2599,559.927,-79.4317,36367.5,26489.6,0.557967,2.77826,4.35595,-1.33699,1.88062,0.471096,500.653,-83.8223,36308.2,0.0175927,1.41442,-0.00427091,28458 
58,44.663,0.4,0.04,0.55,1.7,58,34213.6,-0.133431,48.5722,15.6119,80.3886,-0.0305688,26.2053,113.031,0.279143,1.39728,2.14166,0.654388,3.1922,-9.43663,255.163,-53.1192,34581.3,24711.3,0.338563,1.4567,2.2605,0.713808,3.25162,0.718184,268.399,-52.1388,34594.5,0.00997535,1.51504,-0.00278404,26906.2 
59,44.833,0.4,0.04,0.55,1.7,59,31264.5,0.0134649,50.4839,13.6143,80.8062,-0.0159993,10.6207,5.38334e-11,0.350591,0.910676,7.54858,0.695136,1.98198,-77.9482,15668.1,124.835,15888.2,22379.6,0.84141,1.4015,8.53021,1.18596,2.4728,0.408932,15777.4,132.934,15997.5,0.561563,0.985469,0.0150765,28095.5 
60,44.723,0.4,0.04,0.55,1.7,60,36419.9,-0.179687,52.4021,15.4855,80.2972,0.0157579,-5.03855,225.505,-0.813941,3.58972,3.78194,1.81364,-0.42693,37.5268,503.738,-98.315,36502.3,26418.7,-1.05024,3.35342,3.30934,1.57734,-0.663226,0.492948,451.103,-102.214,36449.6,0.0158186,1.65707,-0.00519255,28517.3 
61,44.703,0.4,0.04,0.55,1.7,61,36173.6,-0.0599053,49.3994,16.1802,80.4291,0.017889,15.7517,3.31699e-11,-1.39392,1.204,0.426856,1.96777,1.75862,20.3914,409.541,-58.1735,36286.3,26028.7,-1.52232,1.0756,0.170057,1.83937,1.63022,0.946739,380.94,-60.2921,36257.7,0.0134611,1.38308,-0.00307261,28299.4 
62,44.823,0.4,0.04,0.55,1.7,62,33564.4,-0.104123,49.2659,15.0383,80.2446,-0.614644,-22.6151,28.1284,-0.590416,1.65953,3.31979,1.14557,-1.60877,-16.7205,6944.56,55.1482,27046.7,24570.5,-0.485132,1.76481,3.53036,1.25086,-1.50349,0.225358,6968.01,56.8854,27070.2,0.250539,0.985915,0.00385608,27812 
63,44.853,0.4,0.04,0.55,1.7,63,36159.2,-0.0690448,50.3102,15.8847,80.285,-0.00465985,-363.843,499.989,-2.10046,-1.25617,-3.25053,0.562176,2.00506,-11.3817,1417.05,-29.2265,35219.1,26070.5,-2.02879,-1.18451,-3.1072,0.633844,2.07673,0.139262,1433.02,-28.044,35235,0.0501687,1.03546,-0.00146831,28564 
64,44.683,0.4,0.04,0.55,1.7,64,35892.5,0.0220339,50.0023,15.8363,80.135,-0.054297,-24.5076,500,-1.81648,-1.4448,3.56985,3.28156,-1.4314,-9.16482,310.512,-74.6018,36194,25820.7,-1.75877,-1.38709,3.68527,3.33927,-1.37369,-0.471175,323.367,-73.6497,36206.9,0.0114658,1.66273,-0.00376119,28202.6 
65,44.843,0.4,0.04,0.55,1.7,65,33019.7,0.000831483,49.5713,14.6298,80.5995,-0.0261428,-24.4037,500,0.0314328,-1.28742,0.279416,0.650537,0.890363,-38.5568,9044.97,86.0995,24326,23629,0.274214,-1.04463,0.764979,0.893318,1.13315,0.621489,9099.05,90.1054,24380.1,0.326462,0.982965,0.00676212,27871.7 
66,45.003,0.4,0.04,0.55,1.7,66,34931.8,-0.125586,48.4965,15.9395,80.1883,-0.0539011,34.6876,499.719,-1.65964,1.56709,-0.771393,2.4171,1.71421,25.9995,334.58,-55.0359,35161.8,25225,-1.82335,1.40338,-1.09882,2.25339,1.5505,1.48086,298.113,-57.7371,35125.4,0.0109021,1.5127,-0.00303715,27344.6 
67,44.743,0.4,0.04,0.55,1.7,67,36528.8,-0.139589,50.4164,16.0541,80.0696,0.0105401,-220.024,499.102,-1.36231,-1.00824,2.46226,2.87289,1.55963,8.63375,524.679,-72.9379,36514.8,26423.8,-1.41668,-1.0626,2.35353,2.81852,1.50527,0.439375,512.57,-73.8349,36502.7,0.0179097,1.33705,-0.00374,28619.7 
68,44.803,0.4,0.04,0.55,1.7,68,35776.8,-0.182434,50.7995,15.7052,80.4005,-0.0627431,-51.7344,457.935,-2.0681,-0.494142,0.0390361,-0.461475,-1.37344,-35.3764,1088.82,-89.7,35307.4,26077.2,-1.84535,-0.271386,0.484548,-0.238719,-1.15068,1.16036,1138.44,-86.0245,35357,0.0401376,1.15239,-0.00450207,28363.3 
69,44.983,0.4,0.04,0.55,1.7,69,35904.9,-0.160337,50.145,15.9157,80.2174,-0.118236,673.676,41.2553,1.40657,0.304913,-0.148368,1.27245,2.93839,-47.2489,399.458,-77.8228,36058,28573.5,1.70408,0.602427,0.44666,1.56996,3.2359,0.94091,465.73,-72.9138,36124.3,0.0164677,1.37737,-0.00373201,28281.4 
70,44.623,0.4,0.04,0.55,1.7,70,35605.6,-0.132454,49.6717,15.8758,80.4874,-0.168113,-2226.03,76.6257,-1.08878,1.21826,-0.843347,0.44532,1.82656,23.3374,337.67,-78.5884,35789.2,37853.1,-1.23573,1.07131,-1.13725,0.298371,1.67961,2.68153,304.937,-81.0131,35756.5,0.0109542,1.8689,-0.00419113,27837.5 
71,44.773,0.4,0.04,0.55,1.7,71,36997.6,-0.171467,51.6923,15.9228,80.2628,-0.0580696,-13.6696,213.637,2.70854,-0.978559,2.73187,0.358802,1.39007,18.8465,674.373,-90.9083,36905.1,26820.1,2.58987,-1.09723,2.49453,0.240131,1.27139,0.546342,647.939,-92.8664,36878.7,0.0223085,1.33479,-0.00466034,29044.5 
72,44.643,0.4,0.04,0.55,1.7,72,34383.7,-0.12002,48.9112,15.5481,80.2089,-0.127155,126.736,50.4833,0.598438,1.73203,-1.95461,1.62649,-1.94022,-15.0558,235.149,-52.8196,34819.4,25280.6,0.69324,1.82683,-1.765,1.72129,-1.84541,3.79737,256.266,-51.2554,34840.6,0.00946207,1.5385,-0.00271736,27083.5 
73,44.963,0.4,0.04,0.55,1.7,73,35553.8,-0.00964896,50.7913,15.447,80.2435,-0.0215238,23.8042,500,-2.6655,2.38108,2.80151,3.02931,-0.545515,-18.5052,346.64,-75.4466,35886.5,25557.1,-2.54898,2.4976,3.03455,3.14583,-0.428993,0.467624,372.595,-73.524,35912.5,0.013295,1.52748,-0.00378564,28025.2 
74,44.943,0.4,0.04,0.55,1.7,74,35155.8,-0.117519,49.1866,15.7962,80.2877,0.0530908,178.087,232.85,-1.24388,-0.733691,-0.0265288,1.43625,3.20319,12.9145,367.314,-76.35,35412.3,25600.5,-1.32519,-0.815011,-0.189167,1.35493,3.12187,1.08809,349.2,-77.6918,35394.2,0.0126509,1.6376,-0.00405992,27602.7 
