cyc,freq (MHz),wiggle time pre,pulse time,wiggle time post,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
25,44.923,0.37,0.04,0.58,1.7,25,36885.5,-0.198185,50.064,16.4526,79.9633,0.202699,133.67,11.499,-1.22427,0.393423,-1.43091,1.44878,2.96929,-47.1748,350.795,30.4202,37095.6,27695.6,-0.927221,0.69047,-0.836817,1.74583,3.26633,1.21247,416.963,35.3215,37161.8,0.0143624,0.870894,0.00174782,29031.6 
26,44.783,0.37,0.04,0.58,1.7,26,37932.9,-0.180619,49.7899,16.9588,80.3686,0.0845451,1.743,3.48952,0.00967973,0.39535,3.83814,1.32168,-0.206622,19.1272,1040.53,-36.3312,37349,27492,-0.110759,0.274911,3.59726,1.20124,-0.327061,0.22399,1013.7,-38.3184,37322.2,0.034072,1.07084,-0.00189486,29751.8 
27,44.863,0.37,0.04,0.58,1.7,27,34614.7,0.0424202,47.7413,15.9445,80.1868,-0.00429978,28.4519,9.54178e-11,-3.70568,0.794383,1.64424,-0.487807,2.06338,18.3373,792.038,-32.489,34505.8,24783.9,-3.82115,0.678918,1.41331,-0.603273,1.94791,4.67782,766.318,-34.3942,34480.1,0.0280538,1.08524,-0.0018409,27316 
28,44.813,0.37,0.04,0.58,1.7,28,29982.8,-0.107595,44.2379,14.9978,80.4571,-0.243593,595.161,499.692,-0.627999,-0.606636,6.76554,1.22771,0.716625,19.2142,5513.48,120.851,25008.1,26317.7,-0.748985,-0.727623,6.52357,1.10672,0.595639,0.0334485,5486.53,118.855,24981.1,0.221929,0.963474,0.00868818,24722 
29,44.883,0.37,0.04,0.58,1.7,29,35608,0.0328809,49.5667,15.8442,80.2145,-0.0864158,25.3094,500,-1.93497,-1.96023,3.22507,2.50947,2.64506,13.8311,639.793,-71.4397,35495,25636.8,-2.02206,-2.04732,3.05089,2.42238,2.55796,0.229933,620.393,-72.8767,35475.6,0.0222072,1.25876,-0.00379857,27936.6 
30,44.793,0.37,0.04,0.58,1.7,30,37489.8,-0.188292,50.4103,16.5777,80.0101,-0.177786,-456.905,123.667,0.246505,-3.12906,-0.0840385,2.12999,1.76595,9.18793,1037.61,-16.8376,36983.2,29848.7,0.188651,-3.18692,-0.199746,2.07213,1.7081,1.34308,1024.72,-17.7922,36970.3,0.0347459,1.03134,-0.000887313,29491.8 
31,44.763,0.37,0.04,0.58,1.7,31,35352,0.0489519,48.5382,16.0266,80.3069,-0.019761,0.301675,8.77969e-11,0.306369,1.15107,-1.17145,2.64875,0.355732,32.7544,511.892,16.3896,35366.4,25323.5,0.100124,0.944826,-1.58394,2.44251,0.149486,1.77152,465.951,12.9865,35320.4,0.016844,0.953494,0.000676842,27662.7 
32,44.903,0.37,0.04,0.58,1.7,32,36885.7,-0.0579452,50.9339,15.9992,80.106,-0.0681485,223.585,499.995,1.21473,-0.836547,2.80616,2.77693,2.46662,19.381,384.704,-39.4078,37052,27023.7,1.09269,-0.958584,2.56208,2.65489,2.34458,0.667075,357.52,-41.4214,37024.8,0.0123852,1.25431,-0.00206511,28866.6 
33,44.663,0.37,0.04,0.58,1.7,33,37203.3,-0.165337,50.9585,16.2271,80.3567,-0.0577859,134.724,0.56239,-1.10583,-1.47876,0.862703,2.59445,3.03546,43.568,435.452,-50.6298,37250,27172,-1.38016,-1.7531,0.314031,2.32011,2.76113,0.861172,374.343,-55.1563,37188.9,0.012904,1.34743,-0.00273958,29009.8 
34,44.833,0.37,0.04,0.58,1.7,34,30214.2,-0.00741807,46.1906,14.3264,80.4924,0.00207917,-16.3503,5.20601e-12,0.380846,0.742957,2.30742,0.438816,0.321748,5.05936,8780.54,102.565,21888.4,21543.1,0.348989,0.7111,2.2437,0.406959,0.289891,0.439164,8773.44,102.039,21881.3,0.342418,0.980053,0.00851716,25622 
35,44.723,0.37,0.04,0.58,1.7,35,34514.6,-0.084407,49.6356,15.3941,80.0866,-0.091329,5.25663,500,0.684132,-1.38527,3.37883,1.20773,0.265647,-11.8853,177.622,-75.6831,35101.8,24889.5,0.75897,-1.31043,3.52851,1.28256,0.340486,0.232948,194.292,-74.4483,35118.5,0.00713377,3.03545,-0.00392042,27235.5 
36,44.703,0.37,0.04,0.58,1.7,36,34790.6,-0.023327,49.2065,15.6015,80.3208,-0.0422735,77.3172,474.031,0.743178,-1.97073,3.60171,1.90505,1.43843,-2.5824,356.366,-35.6663,35015.3,25097.4,0.759438,-1.95447,3.63423,1.92131,1.45469,0.375046,359.988,-35.398,35018.9,0.0131745,1.20785,-0.00186552,27324.6 
37,44.823,0.37,0.04,0.58,1.7,37,31311.8,-0.0872127,48.905,14.1096,80.7054,-0.0921664,204.42,7.85119,-2.19799,-1.8223,4.27261,0.307618,0.581461,-34.1848,14953.7,114.859,16677.2,23076,-1.98274,-1.60705,4.70312,0.522871,0.796714,-0.933121,15001.7,118.411,16725.1,0.538079,0.986375,0.0128739,27880 
38,44.853,0.37,0.04,0.58,1.7,38,35484,-0.0271395,49.4847,15.8366,80.405,0.0734141,156.576,500,-2.13127,0.51267,-0.436388,1.77557,0.999303,22.9805,567.113,-29.1456,35514.3,25885.2,-2.27597,0.367968,-0.725793,1.63087,0.854601,-3.89314,534.88,-31.5332,35482.1,0.0192016,1.11504,-0.00163978,27856.1 
39,44.683,0.37,0.04,0.58,1.7,39,37541.8,-0.108077,49.751,16.7314,80.478,-0.142544,-881.471,499.602,-1.8074,2.72713,1.24313,-0.225045,-0.667861,58.9704,393.558,-44.5306,37688.1,31187.8,-2.17872,2.3558,0.500491,-0.596366,-1.03918,1.52245,310.847,-50.6574,37605.4,0.0106211,1.39897,-0.00248763,29267 
40,44.843,0.37,0.04,0.58,1.7,40,35388.3,-0.0263816,49.08,15.8856,80.0937,-0.157901,-162.318,500,-1.34633,0.834967,1.86167,2.24187,0.555407,15.7737,1040.82,12.8269,34912.6,26215.1,-1.44565,0.735644,1.66302,2.14255,0.456084,0.531761,1018.7,11.1881,34890.5,0.0365328,0.981143,0.000590344,27884.4 
41,45.003,0.37,0.04,0.58,1.7,41,36008.3,0.0334561,50.4215,15.7394,80.3232,-0.024687,-6.72459,1.11473e-10,-1.10763,3.20715,3.0316,1.81075,-1.19397,-18.7975,308.147,-71.3607,36322.4,25839.8,-0.989262,3.32552,3.26833,1.92911,-1.07561,0.493917,334.512,-69.4077,36348.8,0.0118106,1.57012,-0.0035299,28323.1 
