cyc,freq (MHz),wiggle time pre,pulse time,wiggle time post,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
175,44.923,0.54,0.04,0.41,1.7,175,36321.5,0.0143955,50.7358,15.7608,80.3106,-0.0997574,274.093,499.996,-3.17957,0.921998,1.6652,0.276535,-0.666863,48.4914,414.975,-123.397,36528.9,26920.9,-3.4849,0.616661,1.05452,-0.0288029,-0.9722,1.37465,346.961,-128.436,36460.9,0.0122076,2.83931,-0.0065313,28421.9 
176,44.783,0.54,0.04,0.41,1.7,176,34844.8,-0.110773,50.1875,15.3314,80.3746,-0.0781608,-21.6052,239.147,-0.768707,-1.89166,0.516363,0.321174,0.267908,16.6928,600.371,-106.357,34923.5,25102.9,-0.873818,-1.99677,0.306143,0.216064,0.162798,1.14007,576.958,-108.092,34900.1,0.0210185,1.48778,-0.00573805,27450 
177,44.863,0.54,0.04,0.41,1.7,177,37229.9,-0.015159,52.4771,15.6815,80.495,-0.018467,-17.8278,500,-3.82555,-1.39885,1.31253,2.36572,2.06505,8.90279,1336.11,-112.595,36486.7,26799.5,-3.88161,-1.4549,1.20042,2.30966,2.00899,-5.57581,1323.63,-113.52,36474.2,0.045008,1.17659,-0.00576631,29408.8 
178,44.813,0.54,0.04,0.41,1.7,178,33089.2,-0.0953385,51.2257,14.2421,81.0889,-0.0161948,31.2346,0.601655,-0.843997,-2.14302,-0.585364,-0.551949,-2.88374,-21.8309,6124.67,22.4075,27582,23766.1,-0.706534,-2.00556,-0.310438,-0.414486,-2.74628,0.949794,6155.29,24.6756,27612.6,0.224506,0.993033,0.00164346,27417 
179,44.883,0.54,0.04,0.41,1.7,179,36665.7,-0.142546,50.2484,16.1716,80.4092,-0.610764,-549.637,53.457,-2.2129,-0.794495,2.40296,-1.15545,0.105248,25.1569,742.804,-100.447,36536.9,37380.9,-2.3713,-0.952901,2.08615,-1.31385,-0.0531579,1.8008,707.519,-103.061,36501.6,0.0245549,1.34213,-0.0052283,28813.8 
180,44.793,0.54,0.04,0.41,1.7,180,38036,-0.0144465,52.0722,16.1683,80.1861,0.00536748,-6.45328,4.59119e-10,0.156155,-3.06547,-0.0929629,1.35117,-0.628525,32.9866,1100.86,-106.973,37546.6,27408.4,-0.0515529,-3.27318,-0.508379,1.14346,-0.836233,0.855815,1054.59,-110.401,37500.3,0.0352355,1.22429,-0.00545271,29929.9 
181,44.763,0.54,0.04,0.41,1.7,181,37750.6,-0.173422,50.8968,16.4974,80.2474,0.0502195,134.082,71.1556,-0.466992,-0.239134,5.20483,2.19197,2.40109,23.5484,783.462,-118.29,37603.2,27553.1,-0.615271,-0.387412,4.90828,2.0437,2.25281,0.401583,750.433,-120.737,37570.2,0.0252846,1.3919,-0.0059551,29679.5 
182,44.903,0.54,0.04,0.41,1.7,182,36613.9,-0.15583,51.0762,15.9252,80.5561,0.170441,25.8571,457.233,-1.20844,-2.68866,-0.992541,-0.0746458,-0.836878,44.402,549.753,-96.7673,36651.1,26622.2,-1.48803,-2.96825,-1.55172,-0.354233,-1.11647,0.792515,487.475,-101.381,36588.8,0.0170084,1.5722,-0.0051303,28660.9 
183,44.663,0.54,0.04,0.41,1.7,183,37572.8,-0.0189865,51.8336,16.0241,80.3937,0.0518601,16.7283,2.10466e-06,-1.71757,-1.4829,1.43108,1.32727,-0.104901,43.1956,623.864,-137.724,37497.3,27066.6,-1.98956,-1.7549,0.887094,1.05528,-0.376892,1.40711,563.278,-142.212,37436.7,0.0191659,1.79156,-0.00704699,29389.5 
184,44.833,0.54,0.04,0.41,1.7,184,32072.9,-0.063372,50.0813,14.0543,80.6539,-0.100532,135.574,475.986,0.15621,-0.206912,4.60492,0.613388,1.67067,27.5021,10039.7,62.9612,22435.1,23356.6,-0.0169632,-0.380086,4.25858,0.440215,1.49749,0.265666,10001.1,60.1038,22396.5,0.367061,0.989592,0.0049192,27246.4 
