cyc,waittime,wiggletime,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ff
26,0.85,0.12,44.8,26,42605.6,-0.0529198,81.1394,12.0618,73.7877,-0.00459638,-1.16417,500,-0.0910748,-3.9559,-2.57223,-4.30214,-2.2828,44.5584,11175.7,80.4732,33833.4,31859.7,-0.371647,-4.23647,-3.13338,-4.58271,-2.56337,0.789531,11113.2,75.8438,33770.9,0.25528,0.988198,0.00412001,43533.3,0.96 
27,0.85,0.12,44.7,27,41302.2,-0.0650492,74.1455,12.9021,73.3891,0.00191574,13.9692,500,-2.51368,-2.99867,-9.47287,-0.725153,-3.6583,73.6201,994.206,-82.5282,42566.7,31142.5,-2.97724,-3.46224,-10.4,-1.18872,-4.12187,0.530476,890.946,-90.177,42463.4,0.0213883,1.21525,-0.00392733,41655.8,0.96 
28,0.85,0.12,44.94,28,41621.5,-0.0346975,73.7574,12.9891,73.5682,7.84936e-06,-5.51879,500,-0.22833,-1.75556,-2.38714,2.42437,-0.541425,87.4848,743.324,-103.797,42913.7,31187.4,-0.779198,-2.30643,-3.48888,1.8735,-1.09229,0.397774,620.618,-112.887,42791,0.0148829,1.46695,-0.00488338,41700,0.96 
29,0.85,0.12,44.9,29,42203.4,-0.278484,76.449,12.7683,73.7651,0.51616,238.497,500,2.58125,0.352966,-0.903892,-0.758744,1.02246,53.2471,1681.82,-87.4034,42610.2,35783.3,2.24596,0.0176836,-1.57446,-1.09403,0.687175,6.57647,1607.13,-92.9355,42535.5,0.0378673,1.11259,-0.00404107,42441.2,0.96 
30,0.85,0.12,44.92,30,44007.3,-0.0146333,78.3426,12.9016,73.7317,-0.00339068,-19.3776,2.39659e-10,2.03719,-1.43065,-2.84015,-0.865218,3.32394,-2.45599,479.188,-121.793,45605.2,32905.3,2.05265,-1.41518,-2.80922,-0.849754,3.3394,9.83691,482.632,-121.538,45608.7,0.0109028,1.78792,-0.00493305,44267,0.96 
31,0.85,0.12,44.84,31,46245.1,-0.0384654,86.8332,12.1575,73.9297,0.000940754,-15.3068,4.17588e-11,-1.84657,-0.699406,7.85848,0.132977,4.9378,-66.6935,15195.8,183.203,33133.8,34366.1,-1.42662,-0.279454,8.69838,0.552928,5.35775,0.325863,15289.4,190.132,33227.3,0.324012,0.978701,0.0104309,47187.6,0.96 
32,0.85,0.12,44.86,32,43612.8,-0.605238,82.845,12.2635,74.2491,0.0429759,161.306,154.332,1.17733,1.05887,0.633344,-0.549221,0.845098,-74.6653,10484,112.553,35282.8,33298.9,1.64748,1.52902,1.57364,-0.0790733,1.31525,0.737127,10588.7,120.311,35387.5,0.237624,0.980504,0.00622381,44560.7,0.96 
33,0.85,0.12,44.78,33,40763,-0.0285069,76.2786,12.3416,73.7176,-0.00642616,-13.6196,500,-0.130415,-2.74293,-3.60239,-3.62223,1.12822,-89.9496,6725.73,18.9956,36415,30648.6,0.435973,-2.17654,-2.46961,-3.05584,1.69461,0.556735,6851.89,28.341,36541.2,0.163407,0.992814,0.00142668,41931.4,0.96 
34,0.85,0.12,44.88,34,42486.3,-0.507556,78.7876,12.4487,73.5875,-0.389188,323.533,134.641,0.0224398,-1.82214,-2.61881,-0.539297,-0.230787,-15.7897,5526.15,12.2952,39116.8,36027.3,0.121863,-1.72272,-2.41997,-0.439874,-0.131364,0.47301,5548.3,13.9356,39138.9,0.128666,0.995624,0.000655462,43121.7,0.96 
35,0.85,0.12,44.76,35,41514.6,-0.669025,75.7358,12.9084,73.3369,0.297523,408.936,351.273,-2.35142,-1.94157,-3.15874,-2.03164,2.69494,-10.6243,2513.57,-73.409,41320.1,35785.7,-2.28452,-1.87468,-3.02494,-1.96475,2.76184,0.526394,2528.47,-72.3052,41335,0.0599021,1.05268,-0.00323272,42210.1,0.96 
36,0.85,0.12,44.72,36,42607.1,-0.138176,76.3611,12.8776,73.7039,-0.0384013,128.406,3.21138e-07,-2.27228,-1.40273,-3.51429,0.621202,-0.902869,39.0243,566.461,-105.052,44254.2,32171.7,-2.51801,-1.64846,-4.00575,0.375476,-1.14859,0.552197,511.726,-109.106,44199.5,0.0119163,1.59521,-0.00456801,42943.2,0.96 
37,0.85,0.12,44.82,37,44144.3,-0.0365362,84.4227,11.9596,74.1464,-0.0156578,-16.7485,500,-0.866709,-1.79981,-1.47241,1.35754,0.265494,27.7417,14676.9,187.159,31581.6,32876.4,-1.04139,-1.97449,-1.82178,1.18286,0.0908123,0.488838,14638,184.277,31542.7,0.325875,0.978444,0.0106472,44918.9,0.96 
38,0.85,0.12,44.74,38,42454.6,-0.0319922,75.8462,12.9673,73.6124,-0.00894818,-9.60864,500,-2.67955,-1.49087,-3.98619,0.357134,1.30001,-42.2786,415.486,-112.988,44290.8,32019.5,-2.41333,-1.22465,-3.45376,0.623352,1.56623,0.295462,474.786,-108.595,44350.1,0.0110285,1.66741,-0.004531,43050.9,0.96 
43,0.85,0.12,44.83,43,47522.5,-0.0180584,88.7936,12.2335,74.0753,-0.00265367,-18.1688,1.50116e-11,-1.17224,1.44641,0.443272,-1.23897,-1.67819,27.2226,16410.3,174.061,33188,35362.8,-1.34366,1.27499,0.100445,-1.41039,-1.84961,1.03111,16372.1,171.233,33149.8,0.339699,0.982026,0.00942556,48196,0.96 
44,0.85,0.12,44.81,44,47331.9,-0.0685713,88.291,12.2584,74.11,0.0859091,-43.3713,499.984,-1.45546,-2.66583,-1.64399,-0.356729,-1.61639,9.202,14620.7,164.848,34690.1,35354,-1.51341,-2.72377,-1.75987,-0.414672,-1.67434,0.782357,14607.7,163.892,34677.2,0.304977,0.980744,0.00863106,47897.8,0.96 
