cyc,waittime,wiggletime,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ff
59,0.84,0.14,44.7,59,43918.1,-0.635623,78.8141,13.0186,73.7436,-0.117643,462.915,486.027,-0.516121,-0.647901,-1.0308,1.79072,1.29378,29.1986,951.84,-117.841,45066.6,35174.1,-0.699977,-0.831756,-1.39851,1.60686,1.10992,-5.55149,910.886,-120.875,45025.7,0.0206384,1.30246,-0.00496984,44135.5,0.96 
60,0.83,0.14,44.94,60,43180.9,-0.0370353,76.1398,13.0812,73.7092,0.00323062,-8.47079,500,-1.51832,-4.00949,-1.33672,-4.05594,-0.25205,-38.8049,683.603,-100.047,44557.3,32424.1,-1.27398,-3.76515,-0.848036,-3.8116,-0.00770608,0.912632,738.031,-96.0158,44611.8,0.0169408,1.29478,-0.00398046,43565.3,0.96 
61,0.83,0.14,44.9,61,44906.5,-0.0244483,79.1671,13.0578,73.491,-0.0141308,-13.1217,500,-1.86304,-0.270019,-0.52953,1.75079,-0.193975,62.8363,1968.15,-101.359,45152.3,33658,-2.2587,-0.665682,-1.32086,1.35512,-0.589639,0.620417,1880.02,-107.887,45064.2,0.0416471,1.11164,-0.00442969,45141.6,0.96 
62,0.83,0.14,44.92,62,39527.7,-0.323971,73.0664,12.6848,73.6507,-0.210611,377.422,500,-4.82753,-3.2193,0.38982,1.06454,-1.66034,-92.8559,465.354,-100.657,41480.7,32759.2,-4.24284,-2.63461,1.5592,1.64923,-1.07565,1.32862,595.593,-91.0097,41610.9,0.0146908,1.36502,-0.00404528,40542.1,0.96 
63,0.83,0.14,44.84,63,46775.7,-0.0645535,88.6284,12.1361,74.0328,0.0049264,52.595,3.77445,-0.820135,-0.950172,-1.63436,-0.307359,-1.26471,9.02125,15192.6,145.609,33688.6,35022.8,-0.876939,-1.00698,-1.74797,-0.364164,-1.32151,0.671283,15179.9,144.672,33675.9,0.319518,0.983595,0.00785155,47508.8,0.96 
64,0.83,0.14,44.86,64,45009.8,-0.0437269,83.609,12.3743,73.975,-0.0100402,-8.61243,500,-3.82122,-3.26318,-7.24407,3.01532,-1.86355,-41.6395,10418.8,103.581,36749.7,33682.6,-3.55903,-3.00099,-6.71968,3.27752,-1.60136,0.420894,10477.2,107.907,36808.1,0.228695,0.982295,0.00537133,45813,0.96 
65,0.83,0.14,44.78,65,42205.4,-0.601326,79.4389,12.3989,73.7422,2.22541,305.64,483.688,-3.83629,-0.201278,-1.20724,1.33236,0.0448077,-33.8399,6501.61,6.74273,37706.2,54205.5,-3.62321,0.0118032,-0.781076,1.54545,0.257889,0.698327,6549.08,10.2586,37753.6,0.153042,0.997266,0.000500294,42792.6,0.96 
66,0.83,0.14,44.88,66,44956.2,-0.0528756,80.8424,12.7623,73.6988,-0.0123518,22.4427,499.998,-6.38252,-3.15869,-3.79085,-0.738022,-2.68997,-29.0018,6096.25,-8.34005,40800.4,33595.3,-6.19991,-2.97607,-3.42562,-0.555406,-2.50736,0.781311,6136.92,-5.32687,40841.1,0.13534,1.00152,-0.000240322,45344.4,0.96 
67,0.83,0.14,44.76,67,42046.8,-0.0387153,75.2784,12.9063,73.5868,0.000610426,-3.94533,500,-4.62792,-4.37135,0.638069,-2.36999,-1.12446,48.9921,2724.04,-55.2854,41346.2,31627.7,-4.93641,-4.67984,0.0210889,-2.67848,-1.43295,1.00154,2655.33,-60.3755,41277.4,0.0628009,1.04144,-0.00270168,42281.7,0.96 
68,0.83,0.14,44.72,68,41254.8,-0.0328053,74.6688,12.7913,73.6979,0.00212912,-11.5098,499.975,-1.55058,-3.03277,-2.48298,-0.835697,-1.86255,-14.9061,628.861,-126.834,42880.3,31092.9,-1.45672,-2.93891,-2.29526,-0.741838,-1.76869,0.750554,649.768,-125.285,42901.2,0.0155317,1.50927,-0.00540863,41834.9,0.96 
69,0.83,0.14,44.82,69,46796.6,-0.0229666,87.9002,12.1745,74.0366,0.00147786,-16.2859,4.99591,-2.61228,-2.67938,-1.09792,-0.17998,-0.00506332,-4.02857,15783.8,163.941,33208.6,34837.3,-2.58691,-2.65401,-1.04718,-0.154613,0.0203035,0.836949,15789.4,164.36,33214.3,0.331188,0.982109,0.00903326,47675.2,0.96 
70,0.83,0.14,44.74,70,44005.6,-0.0511836,77.2062,13.2152,73.6011,0.0154705,-12.1571,500,-0.210175,-2.03451,-6.50437,-3.35773,-0.73957,-7.99118,559.923,-149.117,45456.2,33220.1,-0.159856,-1.98419,-6.40373,-3.30741,-0.689252,0.489516,571.131,-148.287,45467.4,0.0129157,1.83272,-0.00604412,44219.8,0.96 
71,0.83,0.14,44.81,71,45173.9,-0.123315,86.1903,12.0309,74.1901,-0.018278,38.4165,500,-0.351932,-1.4603,-4.1207,-1.99945,-0.638532,20.7196,14207.3,100.907,33229.7,33778.9,-0.482398,-1.59076,-4.38163,-2.12992,-0.768998,0.531562,14178.2,98.754,33200.6,0.307882,0.987958,0.00544942,46050.8,0.96 
72,0.83,0.14,44.83,72,43091.6,-0.0674827,82.1818,11.9868,74.0154,-0.0676578,-34.9322,500,-1.58486,-0.669395,2.55761,-1.60607,1.4923,-90.0534,14371.5,154.749,30730,32145.1,-1.01782,-0.102352,3.6917,-1.03903,2.05935,-0.0278012,14497.8,164.105,30856.3,0.328601,0.980576,0.00970194,44119.8,0.96 
