cyc,waittime,wiggletime,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ff
73,0.83,0.15,44.7,73,41061.8,-0.0375862,74.0306,12.7837,73.5024,0.0111384,-5.71384,500,-2.16707,-4.93021,-4.98885,-0.548048,-1.14046,-114.051,520.232,-94.706,42462,30810.1,-1.44892,-4.21207,-3.55256,0.170099,-0.422317,0.624694,680.199,-82.8566,42622,0.016352,1.27093,-0.0035939,41597.3,0.96 
74,0.82,0.15,44.94,74,40217.2,-0.0276826,73.3146,12.6374,73.6999,-0.021994,-19.2078,500,-2.58688,-5.43591,1.08152,2.15992,-6.05632,-92.0365,974.908,-90.2827,41483.5,30174.6,-2.00735,-4.85638,2.24058,2.73945,-5.47679,1.30441,1104,-80.7204,41612.6,0.0268926,1.14673,-0.00358615,41052.1,0.96 
75,0.82,0.15,44.9,75,39662.8,-0.653848,72.2433,12.9518,73.7933,0.480249,-64.8699,0.185716,0.317253,1.83125,1.21007,3.10698,1.08658,-46.0482,439.382,-117.769,41364.3,31473.8,0.607207,2.1212,1.78998,3.39693,1.37653,0.807361,503.969,-112.984,41428.9,0.012513,1.64563,-0.00504913,40275.7,0.96 
76,0.82,0.15,44.92,76,41338.9,-0.0378797,75.3322,12.7702,73.4667,0.0131122,-6.71365,500,-2.94148,-1.24774,0.715617,1.02146,2.51749,-94.2171,576.682,-113.382,43003.4,31319.5,-2.34822,-0.654483,1.90214,1.61472,3.11075,0.47526,708.831,-103.593,43135.6,0.0168292,1.34364,-0.00444359,42119,0.96 
77,0.82,0.15,44.84,77,41555.4,-0.0559434,80.0098,11.9295,73.9625,0.0211088,-18.472,500,-1.45054,-2.88986,1.74191,-0.505914,1.64971,7.46049,10653.4,74.2004,33041,31084,-1.49752,-2.93683,1.64795,-0.55289,1.60274,1.94898,10642.9,73.4253,33030.6,0.251295,0.988071,0.00407821,42352.3,0.96 
78,0.82,0.15,44.86,78,42485.5,-0.0790461,77.9939,12.5621,73.7882,0.0673636,34.2043,500,-0.721511,1.05359,2.17414,0.630746,1.51712,36.3557,6054.38,4.15893,38605.4,31969.8,-0.950433,0.824671,1.7163,0.401823,1.2882,0.476827,6003.39,0.381713,38554.4,0.139563,0.999889,1.82377e-05,43015.6,0.96 
79,0.82,0.15,44.78,79,44881,-0.039937,83.9931,12.2421,73.8182,0.00936669,-9.17408,6.00813e-11,0.375987,-2.83223,-1.09132,-1.78709,0.643622,-63.0853,11743.9,99.9073,35139.2,33475.9,0.773218,-2.435,-0.296859,-1.38986,1.04085,0.871358,11832.4,106.462,35227.7,0.259192,0.984498,0.0055362,45650.9,0.96 
80,0.82,0.15,44.88,80,40737.7,-0.106531,73.8511,12.7889,73.4095,0.101157,85.9216,2.55477e-07,-1.93602,-3.4452,-2.98785,3.62985,-1.71491,-14.8525,2062.47,-66.5961,40838,31028.6,-1.8425,-3.35168,-2.8008,3.72338,-1.62139,0.524723,2083.3,-65.053,40858.8,0.0504336,1.0578,-0.00294152,41307.8,0.96 
81,0.82,0.15,44.76,81,41976.5,-0.166638,78.0148,12.4337,73.8413,0.00876734,149.546,4.38432e-06,0.1993,-2.93778,-2.77799,-1.25057,-2.17753,-23.5201,6448.58,0.544609,37572.8,31619.7,0.3474,-2.78968,-2.48179,-1.10247,-2.02943,0.691931,6481.57,2.98826,37605.8,0.15221,0.999194,0.000146357,42583.1,0.96 
82,0.82,0.15,44.72,82,40235.6,-0.0368494,72.5229,12.8799,73.3371,-0.00683835,0.100269,500,-0.581509,-1.17549,-3.06681,1.80312,-1.892,27.2507,753,-132.201,41616.4,30407.7,-0.7531,-1.34708,-3.40999,1.63153,-2.06359,0.426143,714.779,-135.032,41578.1,0.0175925,1.49388,-0.00601856,40629.8,0.96 
83,0.82,0.15,44.82,83,44362,-0.575005,84.3466,12.1975,74.0432,-0.919883,344.74,227.468,-0.12032,-2.36162,-3.17656,0.756301,-5.30145,-14.0457,14673.2,160.538,31713.5,43814.7,-0.0318781,-2.27318,-2.99968,0.844743,-5.213,0.689892,14692.9,161.997,31733.2,0.325375,0.981071,0.0093163,45156.8,0.96 
84,0.82,0.15,44.74,84,43235.3,-0.618618,78.5285,12.8525,73.8585,-0.410065,442.727,459.654,-0.881946,-1.96188,-4.86824,-2.51993,0.874431,10.1935,2428.11,-86.9549,42927,38765.6,-0.946132,-2.02607,-4.99661,-2.58411,0.810245,0.487142,2413.82,-88.014,42912.7,0.05535,1.06816,-0.00379248,43610,0.96 
85,0.82,0.15,44.81,85,46114.9,-0.413722,87.9906,12.0789,73.9659,0.302792,72.397,499.89,-1.97999,-1.16657,1.85948,1.45227,-2.51231,7.922,15971.8,142.282,32187.5,35312.4,-2.02987,-1.21645,1.75971,1.40239,-2.56219,1.66494,15960.7,141.459,32176.4,0.340676,0.984727,0.00803348,46850,0.96 
86,0.82,0.15,44.83,86,41204,-0.0488771,79.1136,11.952,73.966,0.00745528,-9.28955,499.808,0.759521,-0.636328,-3.26648,-0.145025,-2.24136,21.1126,11879.7,146.054,31509.9,30783.6,0.626581,-0.769268,-3.53236,-0.277965,-2.3743,0.441728,11850.1,143.86,31480.3,0.281668,0.979197,0.00834787,42071.2,0.96 
