cyc,waittime,wiggletime,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ff
129,0.75,0.23,44.7,129,43668.5,-0.0043889,77.6269,12.9292,73.3167,0.000726848,-23.6682,1.3668e-10,1.82157,-4.18734,-1.22319,-0.805297,0.399773,13.0936,1220.74,-134.388,44728.9,32672.9,1.73912,-4.26979,-1.38808,-0.887744,0.317326,0.690792,1202.38,-135.749,44710.5,0.0272497,1.24622,-0.0056244,44124.5,0.96 
130,0.74,0.23,44.94,130,41973.5,-0.0322839,75.1025,12.8997,73.4886,0.00992343,-12.516,500,2.17031,-1.36815,-1.42382,0.316717,-1.12414,32.3199,329.892,-154.556,43855.3,31541.7,1.9668,-1.57166,-1.83084,0.113207,-1.32765,0.309156,284.56,-157.914,43809.9,0.00672049,34.6583,-0.00668429,42342.1,0.96 
131,0.74,0.23,44.9,131,45769.4,-0.0136199,80.4102,13.0218,73.4747,-0.0109735,-21.4573,1.68189e-10,-1.17774,-2.33041,2.62818,-0.25068,1.19116,1.82354,4221.28,-45.486,43310.6,34093.6,-1.18923,-2.34189,2.60522,-0.262163,1.17968,311.808,4218.72,-45.6754,43308,0.092123,1.01931,-0.00194658,45794.4,0.96 
132,0.74,0.23,44.92,132,43130.4,-0.0275329,77.8601,12.7283,73.5399,-0.00897013,-12.4836,500,-0.0910732,-1.71377,3.70151,-3.71492,2.1037,-74.6347,1121.37,-149.018,44150.4,32264.8,0.378882,-1.24382,4.64142,-3.24497,2.57366,-0.494735,1226.05,-141.264,44255.1,0.0280491,1.25256,-0.00591486,43710.9,0.96 
133,0.74,0.23,44.84,133,46203.5,-0.0540382,86.5109,12.2083,74.0016,0.00527482,1.62282,500,-0.918806,-4.84611,-1.71962,2.43678,0.558111,-41.8442,15212.6,193.537,33026.1,34381.6,-0.655324,-4.58263,-1.19266,2.70026,0.821592,0.589976,15271.3,197.884,33084.8,0.324696,0.977826,0.0108978,47032.7,0.96 
134,0.74,0.23,44.86,134,46905.1,-0.599169,87.9645,12.3549,73.5606,0.0724365,441.598,93.0935,0.258433,-0.941001,-3.77631,-3.94128,-3.21924,-33.5025,14478.1,85.2905,34550,36420.1,0.469389,-0.730045,-3.3544,-3.73032,-3.00829,0.676018,14525.1,88.7712,34597,0.304266,0.989418,0.00470436,47738.2,0.96 
135,0.74,0.23,44.78,135,43059.8,-0.610221,78.8965,12.7322,73.5228,0.216018,608.551,396.056,-3.90642,-1.3108,-5.21695,-1.46698,2.08986,-83.6204,3681.56,-79.966,41576.4,36980,-3.37988,-0.784261,-4.16388,-0.940443,2.6164,0.374047,3798.85,-71.2782,41693.7,0.0866826,1.03395,-0.00315915,43824.8,0.96 
136,0.74,0.23,44.88,136,45965.8,-0.610658,85.1736,12.5355,73.9773,1.27003,895.391,357.058,-0.801248,1.01892,-0.983174,-0.388593,-2.42892,41.6644,9019.46,57.043,38983.5,71775.9,-1.0636,0.756571,-1.50787,-0.650942,-2.69127,0.707613,8961.03,52.7142,38925.1,0.193421,0.98981,0.00248846,46329.1,0.96 
137,0.74,0.23,44.76,137,43901.7,-0.0246191,78.6754,12.9061,73.4244,-0.0150073,-19.3518,500,-3.07665,-4.8151,4.31552,-0.826688,0.0335145,-76.4421,1133.24,-89.1898,44902.5,33063.9,-2.59532,-4.33376,5.27819,-0.345353,0.51485,4.56298,1240.46,-81.2478,45009.8,0.0279069,1.12946,-0.0033363,44449.8,0.96 
138,0.74,0.23,44.72,138,40906.7,-0.0291616,74.9921,12.5999,73.3259,-0.00220863,-16.3864,500,-0.655072,-0.386435,-1.06626,3.04334,0.265087,-23.4175,819.527,-142.35,42428.1,30760.5,-0.507618,-0.238982,-0.771353,3.1908,0.41254,1.36989,852.372,-139.917,42461,0.0204824,1.40304,-0.00610717,41614.9,0.96 
139,0.74,0.23,44.82,139,46502.3,-0.407474,87.3397,12.3131,73.8416,-0.0702187,363.577,500,0.442147,-0.250906,-3.86462,-0.476789,-4.57797,-13.1982,14513.4,110.176,34053.1,35839.7,0.525253,-0.1678,-3.69841,-0.393683,-4.49486,0.550592,14532,111.547,34071.6,0.307615,0.986745,0.00599471,47240.7,0.96 
140,0.74,0.23,44.74,140,41708.3,-0.266454,76.3603,12.7004,73.628,-0.991551,240.745,353.981,-3.47201,-1.46481,0.544435,-3.16193,-3.25569,-13.3533,285.687,-121.913,43708.7,39341.3,-3.38793,-1.38073,0.712599,-3.07785,-3.17161,1.06915,304.416,-120.526,43727.4,0.00719955,3.25592,-0.00510331,42282.7,0.96 
141,0.74,0.23,44.81,141,44801.5,-0.0126522,83.6945,12.2596,73.776,0.00894279,-34.7442,1.30552e-11,0.10295,-0.593748,-1.74706,-1.69525,2.3707,19.1574,11386,76.4973,35708.9,33411.8,-0.0176791,-0.714377,-1.98831,-1.81588,2.25007,0.130288,11359.2,74.5069,35682.1,0.249029,0.988652,0.00383172,45614,0.96 
142,0.74,0.23,44.83,142,44303.6,-0.0285286,84.6617,11.9975,73.6795,-0.00917694,-21.6665,499.773,-0.300474,-3.06935,-0.246263,0.845326,2.20872,-58.1285,14646.8,146.899,31886.7,33071.9,0.0655454,-2.70333,0.485776,1.21135,2.57474,0.702721,14728.3,152.938,31968.2,0.324285,0.982152,0.00873576,45417.8,0.96 
