cyc,waittime,wiggletime,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ff
13,0.86,0.11,44.8,13,45325.9,-0.0797082,85.278,12.1963,73.7173,-0.09138,10.2923,500,1.24241,2.34273,-1.95845,-2.41483,-2.70966,-54.7579,14559.3,139.181,32875.8,33888.6,1.58721,2.68753,-1.26886,-2.07004,-2.36486,0.11208,14636.2,144.87,32952.6,0.316316,0.982973,0.00803342,46270.7,0.96 
14,0.86,0.11,44.7,14,42507.5,-0.14732,74.549,13.114,73.3956,0.13619,58.8017,0.238867,-1.50423,-4.19475,-1.94382,-1.17425,-2.20509,-53.9528,771.702,-107.072,43875.3,32085.9,-1.1645,-3.85502,-1.26437,-0.834528,-1.86536,0.859261,847.376,-101.467,43951,0.0196879,1.2651,-0.00427091,43040.3,0.96 
15,0.86,0.11,44.94,15,42824.5,-0.158486,75.4634,13.0676,73.8049,0.148117,544.774,499.955,-0.436389,-0.649468,-3.31159,0.76064,-3.34998,98.3609,1097.79,-80.7272,43808.2,34728.3,-1.05574,-1.26882,-4.5503,0.141287,-3.96933,0.574854,959.825,-90.9465,43670.2,0.0223823,1.19878,-0.0038511,42883.3,0.96 
16,0.86,0.11,44.9,16,43505.1,-0.0438047,77.1654,13.0049,73.8224,-0.00735421,-5.68885,9.63825,-0.652517,-3.54022,-0.49367,-3.59452,0.695638,28.4923,509.319,-108.462,45063.1,32669.5,-0.831925,-3.71963,-0.852488,-3.77393,0.516229,0.90158,469.356,-111.423,45023.2,0.0107425,1.71069,-0.00457969,43691.6,0.96 
17,0.86,0.11,44.92,17,41339.2,-0.0430893,73.9066,12.8655,73.8172,-0.00152719,-1.67132,500,-0.996684,-3.65825,-5.19188,-5.76271,1.96275,93.97,675.915,-88.4717,42865.6,30953.3,-1.58839,-4.24995,-6.37529,-6.35441,1.37104,0.629279,544.113,-98.2348,42733.8,0.0130895,1.46187,-0.00425257,41568.6,0.96 
18,0.86,0.11,44.84,18,45792.3,-0.596312,85.0744,12.4867,74.0132,0.214316,728.048,365.672,0.716533,0.149859,-0.765797,-5.43055,-0.132089,83.1103,10819.6,101.601,37390,39660.8,0.193209,-0.373464,-1.81244,-5.95388,-0.655413,0.789299,10703,92.9661,37273.4,0.230244,0.985027,0.0045735,46485.5,0.96 
19,0.86,0.11,44.86,19,44570.1,-0.605662,81.6773,12.694,73.821,-1.09929,281.128,175.692,-2.32732,-4.12794,-8.39405,-1.8179,0.594841,75.7315,6159.01,20.5182,40608.8,43812,-2.80418,-4.6048,-9.34777,-2.29477,0.11798,0.506285,6052.79,12.65,40502.6,0.1347,0.996356,0.000575008,44935.3,0.96 
20,0.86,0.11,44.78,20,44155.3,-0.505261,83.8219,12.2008,73.9931,-1.76104,106.72,500,-2.84686,-7.81727,-4.44103,0.491274,0.52803,-45.2341,11184.8,88.9602,35193.3,39410.1,-2.56203,-7.53244,-3.87138,0.776101,0.812857,0.687209,11248.2,93.6599,35256.7,0.249436,0.985638,0.00486974,45094.7,0.96 
21,0.86,0.11,44.88,21,44794.4,-0.120282,79.1953,12.9936,73.741,0.0113242,101.539,500,-3.04074,-4.18526,-6.2387,-3.36727,-0.137471,26.4628,2467.25,-88.0868,44161.8,33535.8,-3.20737,-4.35188,-6.57195,-3.5339,-0.304101,0.634266,2430.13,-90.8362,44124.7,0.0542563,1.06999,-0.00380664,44789.8,0.96 
22,0.86,0.11,44.76,22,43636.9,-0.0347845,79.5432,12.5203,74.0601,-0.00116223,-9.90152,6.93746e-11,-1.56618,-5.93102,-2.38746,-2.05345,0.233144,97.792,5716.86,41.3826,40013.7,32420.4,-2.18195,-6.54679,-3.619,-2.66922,-0.382626,0.764994,5579.7,31.2224,39876.5,0.127213,0.990302,0.00144025,43861.2,0.96 
