cyc,waittime,wiggletime,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ff
87,0.82,0.2,44.7,87,43566.4,-0.41224,77.599,13.2806,73.1859,0.566139,47.2786,346.512,-5.10168,-5.44759,-1.72926,3.38851,0.587145,16.5192,602.783,-109.331,45071,34419.4,-5.2057,-5.5516,-1.93729,3.2845,0.483129,0.782984,579.613,-111.047,45047.9,0.0132255,1.50439,-0.00456169,43825.6,0.96 
88,0.77,0.2,44.94,88,38744.4,-0.438206,71.4212,12.7146,73.494,0.244824,392.564,0.00918957,-2.59791,-0.911723,-3.07108,0.444777,-0.595638,-3.19785,1187.33,-103.306,39780.2,32690,-2.57778,-0.891587,-3.03081,0.464913,-0.575502,0.541534,1191.81,-102.974,39784.7,0.0302605,1.17814,-0.00479074,39385.1,0.96 
89,0.77,0.2,44.9,89,39969,-0.0329582,72.9676,12.6989,73.4777,0.0320656,-5.10834,500,0.150198,-2.37027,-2.08594,3.82846,-0.0253285,-85.2658,589.11,-132.21,41598,30169.5,0.687094,-1.83337,-1.01215,4.36536,0.511568,1.37232,708.703,-123.351,41717.6,0.0173882,1.438,-0.00547659,40757.6,0.96 
90,0.77,0.2,44.92,90,42201.4,-0.12013,74.8742,13.0618,73.5528,0.0709133,172.36,439.958,-0.843687,-3.01376,-0.642889,2.41684,1.53565,-59.9726,736.986,-109.954,43492.1,32234.7,-0.466056,-2.63613,0.112373,2.79447,1.91328,0.934588,821.103,-103.723,43576.2,0.0192502,1.2838,-0.00440402,42654.3,0.96 
91,0.77,0.2,44.84,91,45634.4,-0.0411405,84.352,12.4437,73.7401,0.0209183,4.12065,27.1931,0.00313832,2.25084,-0.999568,0.102211,-0.551591,-62.6028,11019.1,95.7103,36725.2,34172.5,0.397331,2.64503,-0.211182,0.496404,-0.157398,1.06661,11106.9,102.214,36813,0.239128,0.98415,0.00508873,46447.4,0.96 
92,0.77,0.2,44.86,92,42376.6,-0.0508096,78.0078,12.5407,73.8623,-0.147711,-14.9301,499.999,-2.27022,-1.96228,-2.04019,-2.77259,-2.75699,-50.1446,5490.03,-14.2138,39265.6,31917.7,-1.95447,-1.64653,-1.4087,-2.45685,-2.44124,0.857819,5560.37,-9.00396,39335.9,0.128347,1.00284,-0.000421834,43322.8,0.96 
93,0.77,0.2,44.78,93,46712.8,-0.015911,85.5692,12.5237,73.6602,-0.018318,-20.857,500,0.48564,-2.26854,-1.555,-0.937192,1.92627,-52.8142,11826.7,103.816,36887.5,34898.1,0.818197,-1.93598,-0.889885,-0.604636,2.25882,-1.51748,11900.8,109.303,36961.5,0.251157,0.984181,0.00541798,47383.9,0.96 
94,0.77,0.2,44.88,94,43171.3,-0.0570734,78.5461,12.6882,73.4269,0.0111663,-60.8504,1.57335e-05,-1.91284,-1.27251,-0.651074,-0.00074515,-1.65028,-2.41959,2038.33,-112.658,43431.1,32465.1,-1.8976,-1.25728,-0.620603,0.0144904,-1.63504,0.884989,2041.72,-112.406,43434.5,0.0466799,1.10662,-0.00479011,43738.8,0.96 
95,0.77,0.2,44.76,95,44435.6,-0.658016,81.6542,12.7345,73.5375,-0.1359,502.132,39.3078,0.524728,-3.81337,-2.70414,2.65515,0.255096,64.5039,6665.11,-13.8621,40048.3,36071.3,0.118564,-4.21954,-3.51647,2.24899,-0.151068,0.362903,6574.64,-20.5638,39957.8,0.146317,1.0055,-0.000948915,44934.1,0.96 
96,0.77,0.2,44.72,96,40687.5,-0.0294421,73.3294,12.8189,73.6755,0.005756,-17.3434,500,-1.55071,-1.14829,0.87157,-1.28682,1.00256,-18.8178,548.676,-95.2994,42126.5,30603.5,-1.43222,-1.0298,1.10855,-1.16833,1.12105,1.79141,575.07,-93.3443,42152.9,0.0140118,1.39676,-0.0040959,41041.9,0.96 
97,0.77,0.2,44.82,97,47370.1,-0.0456365,87.8323,12.301,73.9846,0.00953973,-3.40338,9.54512e-12,-1.97301,-0.689234,-0.250978,1.19699,1.27148,39.0875,15528.9,119.528,33758.2,35172.4,-2.21914,-0.935357,-0.743225,0.950865,1.02535,0.613206,15474,115.467,33703.4,0.323526,0.98711,0.00627141,47829.3,0.96 
98,0.77,0.2,44.74,98,42935,-0.0356148,77.2459,12.8025,73.7795,-0.00134497,-11.2736,500,-1.3563,-3.04226,-4.58881,-1.68507,1.56548,24.4211,2258.38,-53.3934,42602.7,32193.8,-1.51008,-3.19603,-4.89636,-1.83884,1.41171,0.511809,2224.13,-55.9306,42568.4,0.0516161,1.04603,-0.00242621,43089.8,0.96 
99,0.77,0.2,44.81,99,43018.1,-0.552973,83.0487,12.0065,74.1009,-2.64789,-13.4558,494.959,-1.73087,-3.79693,-0.544873,-0.520056,0.696883,35.6157,14897.4,156.51,30271.9,33619.6,-1.95513,-4.02119,-0.993398,-0.744319,0.47262,0.862817,14847.4,152.81,30221.9,0.338515,0.982308,0.00922822,43860.5,0.96 
100,0.77,0.2,44.83,100,43934.6,-0.230409,82.432,12.2858,73.9448,-0.601599,58.9395,500,0.718319,0.275824,3.69957,1.15234,0.698482,12.0103,12777.4,138.496,33277.4,34122.5,0.642693,0.200199,3.54832,1.07672,0.622856,0.417428,12760.6,137.249,33260.5,0.285531,0.981525,0.00754405,44690.7,0.96 
