cyc,freq,VVA,Charge Time,Wiggle Time,Pulse Time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
54,44.845,1.6,0.63,0.29,0.06,54,30911.3,-0.0230616,50.7147,13.8243,80.1606,-0.0500642,132.784,500,-1.2972,0.122632,-3.42647,2.29104,-1.28904,-67.8519,2394.76,-24.5651,29913.8,23039.3,-0.869951,0.549877,-2.57198,2.71828,-0.861795,-1.48365,2489.93,-17.5156,30009,0.0599961,1.01246,-0.00107635,41501.6 
55,44.85,1.6,0.63,0.29,0.06,55,28679.2,-0.322788,47.7537,13.8117,80.3292,-0.0041466,90.6919,457.803,1.82788,0.226799,-6.54215,0.332172,0.951023,9.90986,1030.46,-57.3396,29053,21483.1,1.76548,0.164399,-6.66695,0.269772,0.888623,-0.862963,1016.56,-58.3692,29039.1,0.0262222,1.11171,-0.00371643,38767.4 
56,44.78,1.6,0.63,0.29,0.06,56,29314.7,-0.183927,48.5241,13.8593,79.9894,-0.0250067,101.747,500,-0.00487857,1.76028,-3.24524,1.63918,2.36298,4.29005,751.887,-69.4527,30100,21975.2,-0.0318919,1.73327,-3.29926,1.61217,2.33597,2.4038,745.87,-69.8984,30094,0.0187085,1.19617,-0.00429699,39868.1 
57,44.79,1.6,0.63,0.29,0.06,57,29333.2,-0.363845,48.3577,13.996,79.9617,0.298633,-1293.03,378.847,-0.552629,-1.71714,-0.445056,0.89715,2.71384,21.5165,284.833,-90.805,30488.9,34602.7,-0.688113,-1.85262,-0.716024,0.761666,2.57835,9.59931,254.654,-93.0405,30458.7,0.00639017,2.77301,-0.00565882,39850.9 
58,44.82,1.6,0.63,0.29,0.06,58,33120.5,-0.00814272,57.7157,12.9141,80.4322,0.0500897,-137.64,500,0.995455,1.42702,0.0520242,2.06828,1.98902,-30.549,21805.1,281.807,12294.3,24487.9,1.18781,1.61938,0.436742,2.26064,2.18138,0.943177,21847.9,284.981,12337.1,0.576673,0.977683,0.0408149,37886.2 
59,44.815,1.6,0.63,0.29,0.06,59,30827.6,-0.0961182,52.7106,13.2433,80.3436,-0.0692042,463.02,500,0.49754,0.0497775,5.34587,-1.20644,2.754,-17.3215,10566.4,144.686,21536,23767.3,0.606609,0.158847,5.56401,-1.09737,2.86307,0.312675,10590.7,146.486,21560.3,0.274234,0.976367,0.012361,38619.1 
60,44.855,1.6,0.63,0.29,0.06,60,29754.9,-0.056057,48.4062,14.0357,80.2625,-0.0685101,99.0438,500,-0.858773,-1.14978,-1.4392,-1.95895,-0.178164,3.74117,295.135,-72.3829,30975.2,22338,-0.88233,-1.17333,-1.48631,-1.98251,-0.201721,0.740437,289.888,-72.7716,30969.9,0.00714876,1.78351,-0.00434731,40550.8 
61,44.785,1.6,0.63,0.29,0.06,61,30464.7,-0.14211,48.4409,14.3251,80.1031,-0.028093,61.4293,492.08,0.0740454,1.28863,1.32552,2.58636,1.23562,-62.6706,806.33,-67.7816,30992,22645.5,0.468665,1.68325,2.11476,2.98098,1.63024,0.761795,894.231,-61.2704,31079.9,0.0216531,1.13624,-0.00364473,41298.1 
62,44.795,1.6,0.63,0.29,0.06,62,28323.2,-0.293878,47.8112,13.673,80.2033,0.000116824,490.171,0.0036574,0.937779,0.542391,-1.17625,-1.29227,-0.268548,-76.7703,1243.22,-36.5256,28615.2,21282.7,1.42118,1.02579,-0.209444,-0.80887,0.214854,1.12744,1350.9,-28.5495,28722.9,0.0349154,1.0384,-0.00183434,38690.7 
63,44.825,1.6,0.63,0.29,0.06,63,30708.5,-0.257263,54.9631,12.8072,80.3924,-0.0885549,184.568,500,2.1591,1.71146,2.9605,2.72814,0.159017,-65.8805,21088.3,267.521,10845.5,23447.1,2.57393,2.1263,3.79017,3.14297,0.573849,0.689514,21180.7,274.366,10937.9,0.598324,0.977834,0.0441663,35400 
64,44.86,1.6,0.63,0.29,0.06,64,29919.8,-0.168727,49.153,13.9265,79.9161,-0.329721,127.176,9.28635e-10,2.07045,-0.0324317,0.773203,0.81834,2.04771,-20.361,696.639,-75.0344,30673,23648.7,2.19866,0.0957763,1.02962,0.946548,2.17592,0.840283,725.197,-72.9189,30701.5,0.0178457,1.21354,-0.0043944,40637.2 
65,44.835,1.6,0.63,0.29,0.06,65,30620.2,-0.35531,50.0327,14.099,80.0274,-0.0878519,1437.47,466.475,-1.07705,1.86744,-2.74573,1.65206,2.32674,-65.5926,3370.1,-26.2958,28567.7,27074.4,-0.664032,2.28046,-1.91969,2.06507,2.73976,1.42645,3462.1,-19.4809,28659.7,0.0850227,1.00995,-0.00125371,40719.7 
66,44.865,1.6,0.63,0.29,0.06,66,30589.6,-0.0997795,48.5095,14.3766,79.8175,-0.0862591,232.507,500,-0.309276,0.101624,1.40741,-1.24574,1.67928,-17.356,922.621,-73.5149,30854.5,23355.6,-0.19999,0.21091,1.62598,-1.13646,1.78856,0.289656,946.965,-71.7117,30878.8,0.0230464,1.15277,-0.0042964,41089.5 
67,44.84,1.6,0.63,0.29,0.06,67,29111.7,-0.32905,48.0445,13.9424,79.9826,0.0476816,-620.079,78.1064,0.197046,1.36346,3.46869,3.52228,-0.253455,-4.81654,1655.33,-47.8249,28863.5,22768.5,0.227374,1.39379,3.52935,3.55261,-0.223127,0.583803,1662.09,-47.3245,28870.3,0.0424072,1.05244,-0.00302875,39193.5 
68,44.805,1.6,0.63,0.29,0.06,68,26700.9,0.0244145,45.6482,13.2865,80.205,-0.0138556,-24.3074,1.27063e-11,2.57729,0.944824,-3.83338,0.0548918,0.645731,25.7559,1574.8,-24.3164,26626.1,19754.8,2.41511,0.782646,-4.15774,-0.107286,0.483553,-6.12288,1538.67,-26.9923,26590,0.0426158,1.03167,-0.00187348,36105.7 
69,44.81,1.6,0.63,0.29,0.06,69,31415.1,0.00223313,50.9612,13.9619,79.9803,-0.0117092,1.43988,3.2043e-11,0.916692,-0.828951,-2.74732,0.963589,3.55175,-8.02037,2405.55,-52.5021,30343.7,23162.8,0.967194,-0.778449,-2.64631,1.01409,3.60225,2.22584,2416.8,-51.6688,30354.9,0.0577102,1.03887,-0.00314541,41878.2 
70,44.83,1.6,0.63,0.29,0.06,70,31258.8,-0.0417027,54.8899,12.8425,80.278,0.0417262,-406.132,496.278,1.32518,0.612899,-2.45036,-0.174011,-0.0549546,-23.2857,12687.2,164.054,19664.8,23499.2,1.4718,0.759522,-2.15711,-0.0273866,0.0916694,16.5747,12719.8,166.473,19697.4,0.331881,0.977609,0.0153299,38326.5 
71,44.8,1.6,0.63,0.29,0.06,71,31648.2,0.0108108,50.8608,14.0429,79.9643,-0.0261801,23.5496,0.000163027,-0.37162,0.0877741,-0.686388,2.53175,-0.856122,-24.7257,2871.8,-31.6314,29862.7,23270.7,-0.215929,0.243465,-0.375006,2.68744,-0.700431,1.22873,2906.48,-29.0625,29897.4,0.0695778,1.01781,-0.00179387,41773.1 
