cyc,freq (MHz),wiggle time pre,pulse time,wiggle time post,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
75,44.923,0.43,0.04,0.52,1.7,75,35122.5,-0.114733,49.6926,15.6154,80.1122,-0.0729341,-4.12314,488.852,-0.195291,-1.51071,0.938418,1.13259,2.84554,57.3217,450.624,-86.3994,35250.8,25270.3,-0.556231,-1.87165,0.216539,0.771647,2.4846,0.792767,370.225,-92.3549,35170.4,0.0134865,1.77477,-0.00486074,27451.5 
76,44.783,0.43,0.04,0.52,1.7,76,35743.6,-0.148315,50.6056,15.6746,80.3915,-0.0405551,-72.7687,466.091,-0.400875,-2.09923,-0.642329,2.65569,1.07928,-3.79048,354.735,-98.0432,35957.9,25918.1,-0.377008,-2.07536,-0.594593,2.67955,1.10315,1.80816,360.051,-97.6494,35963.2,0.0128353,1.90337,-0.00502694,28051.7 
77,44.863,0.43,0.04,0.52,1.7,77,35756.1,-0.119712,50.5696,15.627,80.3695,0.010749,601.546,29.5317,-1.55782,1.85825,0.197294,1.66459,-0.805333,33.4649,566.573,-95.6463,35846.6,25935.8,-1.76854,1.64753,-0.224145,1.45387,-1.01605,3.41883,519.635,-99.1232,35799.6,0.018502,1.5011,-0.00512663,28085.3 
78,44.813,0.43,0.04,0.52,1.7,78,35454.9,0.0338629,49.314,15.784,80.4756,-0.0241529,-11.6672,1.54453e-11,-2.03113,-0.0262261,1.2898,-0.128769,0.121111,24.8447,546.446,-98.6072,35415.5,25347.8,-2.18757,-0.182667,0.976922,-0.28521,-0.0353293,1.57001,511.598,-101.189,35380.7,0.0184329,1.52936,-0.00529631,27754.7 
79,44.883,0.43,0.04,0.52,1.7,79,35746.9,-0.0125617,49.6546,15.8705,80.219,-0.104476,-83.1253,500,-1.94179,0.402786,-0.0843756,3.84351,0.173527,31.5285,394.455,-119.131,35977.6,25936.2,-2.14032,0.20426,-0.481428,3.64499,-0.0249991,1.40036,350.233,-122.406,35933.4,0.0124999,2.57482,-0.00631472,28018.9 
80,44.793,0.43,0.04,0.52,1.7,80,35098.3,-0.122679,50.891,15.2542,80.2899,-0.00293085,-23.1345,96.4878,0.0617562,-0.247244,2.60857,1.4948,1.35008,7.13034,655.169,-66.7206,34989.2,25273.4,0.0168584,-0.292142,2.51878,1.4499,1.30518,0.496101,645.168,-67.4614,34979.2,0.0233933,1.22397,-0.00356538,27579.2 
81,44.763,0.43,0.04,0.52,1.7,81,34783,-0.130407,49.6157,15.5259,80.3404,-0.0497862,5.90595,2.4855,0.0238613,-1.37977,1.95809,3.47541,3.83942,-4.60183,388.919,-90.5175,35029.3,25086.3,0.0528379,-1.3508,2.01604,3.50439,3.8684,0.750825,395.374,-90.0394,35035.7,0.014444,1.6626,-0.00475661,27372.9 
82,44.903,0.43,0.04,0.52,1.7,82,35643.6,-0.15366,48.8472,16.2068,80.3083,0.607581,-382.05,273.522,-0.771402,-2.03351,2.55051,1.93982,3.42179,25.8958,615.753,-89.1438,35510.2,33327.5,-0.934462,-2.19657,2.22439,1.77676,3.25873,0.461255,579.432,-91.8343,35473.9,0.0207724,1.38381,-0.00479166,27894.3 
83,44.663,0.43,0.04,0.52,1.7,83,36620.4,-0.0065445,50.299,16.042,80.3832,-0.0159135,-21.4236,500,-2.16067,-0.938471,1.29964,2.38896,-0.0658722,58.451,470.734,-107.078,36673.1,26278.2,-2.52872,-1.30652,0.56354,2.02091,-0.433922,1.3345,388.751,-113.15,36591.1,0.0136098,2.03815,-0.00572896,28563.9 
84,44.833,0.43,0.04,0.52,1.7,84,32138.3,-0.0777203,50.5834,13.975,80.4025,-0.123592,374.734,449.57,2.94534,-0.0302758,3.28314,4.03808,-0.899332,-71.576,15257.9,100.02,17257.6,24519.8,3.39604,0.420419,4.18453,4.48878,-0.448637,0.65248,15358.3,107.456,17358,0.534686,0.987904,0.0112752,28723.9 
