cyc,freq (MHz),wiggle time pre,pulse time,wiggle time post,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
225,44.923,0.6,0.04,0.35,1.7,225,38990.6,-0.0713627,52.574,16.4283,80.1028,0.252514,-113.67,497.287,-3.64121,-0.670834,-1.52413,2.46235,-2.6678,20.2152,529.625,-124.023,39193.7,29050.8,-3.7685,-0.798123,-1.77871,2.33506,-2.79509,0.738631,501.271,-126.123,39165.4,0.0163501,1.78671,-0.00596748,30658.6 
226,44.783,0.6,0.04,0.35,1.7,226,38619.1,-0.00693213,51.255,16.6614,79.983,-0.00252865,-7.65639,1.31928e-10,-3.12175,-2.05112,1.1291,0.640635,-0.0903416,26.5055,511.273,-101.821,38707.9,27800.5,-3.28865,-2.21802,0.795308,0.473737,-0.25724,1.17694,474.097,-104.574,38670.7,0.0156723,1.62869,-0.00500641,30250.6 
227,44.863,0.6,0.04,0.35,1.7,227,36016.7,-0.136981,49.5861,16.0906,80.3089,-0.078292,-40.7187,461.983,-2.35259,-1.53734,-1.68537,0.30096,-1.71187,2.29399,723.103,-106.574,36069.1,26077.1,-2.36703,-1.55178,-1.71426,0.286515,-1.72632,0.757629,719.886,-106.812,36065.9,0.0252674,1.35072,-0.00548549,28490.6 
228,44.813,0.6,0.04,0.35,1.7,228,39487.8,-0.168287,53.358,16.4328,80.554,-0.160657,328.213,52.5116,-0.824626,0.442655,-1.36919,0.665322,-0.29866,63.6281,618.749,-112.966,39516.3,30259.9,-1.22528,0.0420055,-2.17049,0.264673,-0.699309,0.427069,529.504,-119.577,39427.1,0.0171425,1.65344,-0.00561824,30888.3 
229,44.883,0.6,0.04,0.35,1.7,229,37380.5,-0.170885,53.0031,15.6847,80.774,-0.0694953,26.8587,8.63837,-1.04762,-1.29184,-5.63883,-0.857885,-1.44159,62.5399,577.315,-112.383,37373.1,27123.6,-1.44142,-1.68563,-6.42643,-1.25168,-1.83539,0.491602,489.597,-118.881,37285.3,0.0167674,1.7389,-0.00590808,29199.3 
230,44.793,0.6,0.04,0.35,1.7,230,36564.7,-0.0460945,51.4363,15.7227,79.9346,-0.0223353,-71.631,497.592,-0.0331306,-0.272441,3.74918,1.96845,-0.0813056,-13.1805,908.185,-80.4528,36350.1,26378.5,0.0498637,-0.189446,3.91517,2.05145,0.00168871,0.328297,926.672,-79.0834,36368.5,0.032031,1.17557,-0.00402177,28930.5 
231,44.763,0.6,0.04,0.35,1.7,231,34578.1,-0.114482,49.7481,15.3588,80.1779,-0.0345166,45.2602,2.89631,-2.4513,-3.61488,-1.39684,0.529693,3.90929,1.76862,338.708,-93.1512,34828.7,24923.9,-2.46243,-3.62602,-1.41911,0.518557,3.89815,0.540867,336.228,-93.335,34826.2,0.012383,1.94473,-0.00496138,27152.4 
232,44.903,0.6,0.04,0.35,1.7,232,37317.1,-0.00731229,52.1942,15.7455,80.3971,0.0204639,-9.73039,6.1811e-10,-2.89097,-1.75902,1.24288,0.846435,-0.253381,88.2324,578.061,-135.97,37312.8,26759.5,-3.44655,-2.3146,0.131724,0.290858,-0.808957,1.02143,454.307,-145.137,37189.1,0.0156174,2.26793,-0.0072412,29089.9 
233,44.663,0.6,0.04,0.35,1.7,233,37408.3,-0.151385,52.5017,15.8039,80.5784,-0.053271,-371.526,319.265,-2.0555,-2.60844,-3.94557,1.05898,-0.763657,16.0831,477.378,-116.94,37511.9,27654.8,-2.15677,-2.70971,-4.14811,0.957713,-0.864928,0.535059,454.82,-118.611,37489.3,0.0155114,1.83952,-0.00586235,29321.6 
234,44.833,0.6,0.04,0.35,1.7,234,30790.9,-0.0915897,48.801,13.9179,80.5073,-0.00363545,105.458,174.096,-0.53076,0.114517,0.477485,0.618482,-0.725992,-62.464,15675.5,120.946,15461,22123,-0.137441,0.507836,1.26412,1.0118,-0.332673,0.453623,15763.1,127.435,15548.7,0.568336,0.98605,0.0148732,27735.6 
