cyc,freq,Charge Time,Wiggle Time,Pulse Time,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
70,44.824,0.51,0.35,0.12,1.4,70,35538.8,-0.283806,60.2709,13.5683,78.6828,-0.271905,1014.97,500,-0.946391,0.156457,2.84328,-0.0245349,1.13998,-12.6652,6833.48,-10.0644,30176.6,35605.1,-0.866642,0.236206,3.00278,0.0552142,1.21973,0.176709,6851.24,-8.74851,30194.4,0.161279,1.00224,-0.000534015,42480.6 
71,44.809,0.71,0.15,0.12,1.4,71,33425,-0.427978,57.5803,13.4521,78.7847,0.0524231,-135.923,474.805,0.428495,3.93527,4.58538,2.96066,1.57205,30.2429,4942.1,-22.018,30055.8,25446.9,0.238064,3.74484,4.20452,2.77022,1.38162,0.659257,4899.68,-25.1602,30013.4,0.121533,1.00907,-0.00154662,40315.5 
72,44.806,0.75,0.11,0.12,1.4,72,30342,-0.382477,52.2944,13.4326,78.7787,0.382753,238.08,149.199,1.09657,-0.859258,4.50097,-2.47346,1.99478,28.7138,1237.64,-68.2378,30617.1,25833.5,0.915766,-1.04006,4.13937,-2.65426,1.81397,-0.303827,1197.37,-71.221,30576.8,0.0321199,1.11619,-0.00430921,37278 
73,44.809,0.55,0.31,0.12,1.4,73,35741.9,-0.401481,59.4435,13.8265,78.7835,0.0204804,96.765,285.253,0.531762,1.4055,2.00763,3.02688,0.828681,73.1984,4567.4,-42.2682,32622.2,26819.9,0.0708507,0.944592,1.08581,2.56597,0.36777,0.784347,4464.73,-49.8732,32519.5,0.104224,1.01994,-0.00283313,42837.8 
74,44.821,0.63,0.23,0.12,1.4,74,34322.5,-0.413429,57.505,13.7801,78.9186,-0.661982,1392,493.912,-0.994947,1.08631,1.16356,-2.30268,0.361795,23.1846,2862.11,-79.4011,32813.2,55793.1,-1.14093,0.940324,0.871583,-2.44867,0.215808,1.55803,2829.59,-81.8099,32780.7,0.068165,1.05329,-0.00461852,41510.8 
75,44.806,0.71,0.15,0.12,1.4,75,32110.4,-0.0118655,55.0512,13.2836,78.9465,-0.0859645,26.2382,499.999,-0.0870529,-0.950782,4.77016,1.30647,3.38006,34.7969,1272.78,-82.5465,32379.6,23879,-0.306159,-1.16989,4.33195,1.08736,3.16095,0.390229,1223.97,-86.1618,32330.8,0.0310855,1.1405,-0.00493344,39374.3 
76,44.806,0.59,0.27,0.12,1.4,76,34532.3,-0.0559663,57.2504,13.769,78.8967,-0.0881783,83.0617,500,3.43839,0.544158,9.26255,1.40076,0.663722,45.1524,1792.93,-81.9844,34250,25899.7,3.15408,0.259845,8.69393,1.11644,0.379409,0.360915,1729.6,-86.6755,34186.6,0.0411125,1.09613,-0.00469232,42069.8 
77,44.815,0.71,0.15,0.12,1.4,77,35311.7,-0.0260123,60.8394,13.2268,78.9599,-0.177713,468.349,500,0.847,0.734694,3.22176,3.09355,-0.802245,44.372,8466.68,55.8151,28366.9,28905.4,0.567601,0.455295,2.66297,2.81416,-1.08164,0.508531,8404.44,51.205,28304.7,0.201044,0.98945,0.00332142,41804 
78,44.839,0.55,0.31,0.12,1.4,78,32359.8,-0.451161,55.1863,13.664,78.8159,0.198844,130.766,241.618,1.48456,1.45234,0.497796,2.60919,-0.661909,-7.6214,1375.92,-81.0312,32664.9,25393.8,1.53255,1.50033,0.593776,2.65717,-0.613919,0.895276,1386.61,-80.2394,32675.6,0.034714,1.11268,-0.0045441,39943.8 
79,44.803,0.47,0.39,0.12,1.4,79,32690.8,0.00390652,54.101,13.778,78.5811,-0.000877292,7.37277,3.16524e-12,-1.86286,1.71567,3.93855,2.07921,0.294821,2.99689,284.408,-92.8481,33952.6,24265.6,-1.88174,1.6968,3.90081,2.06034,0.27595,0.355468,280.204,-93.1595,33948.4,0.00694618,2.39133,-0.00508069,40339.3 
80,44.815,0.63,0.23,0.12,1.4,80,32721.1,-0.390165,55.115,13.6986,78.6026,-0.105509,17.2028,361.754,-1.19589,-0.406801,1.65427,4.05886,1.60656,15.863,5187.55,18.0862,28865.3,24636.8,-1.29578,-0.506686,1.4545,3.95898,1.50668,0.71579,5165.3,16.4381,28843,0.131768,0.994462,0.00104875,39200.1 
81,44.803,0.67,0.19,0.12,1.4,81,33503.2,-0.481073,55.5416,14.0849,78.9354,-0.37052,802.672,248.472,1.23468,1.19786,1.69647,-0.359311,0.541989,46.712,368.671,-125.093,34796.5,35147.9,0.940546,0.903727,1.10821,-0.653444,0.247856,0.564878,303.153,-129.946,34731,0.00734281,4.00216,-0.00694008,41285.8 
82,44.809,0.47,0.39,0.12,1.4,82,34282.6,-0.444707,57.1842,13.9042,78.668,-0.757588,108.506,2.64043,-0.860508,0.832354,2.68014,-2.06783,0.999253,47.3516,967.245,-111.243,34814.4,28559.1,-1.15867,0.534193,2.08381,-2.36599,0.701092,11.1371,900.829,-116.163,34747.9,0.0214978,1.29143,-0.00619635,41903.4 
83,44.8,0.59,0.27,0.12,1.4,83,34292.6,-0.158844,56.295,13.8704,78.5874,-0.197,302.765,478.157,0.339268,-4.38226,1.76927,-3.1496,-2.1104,20.5195,300.52,-132.611,35605.5,27360.3,0.210063,-4.51147,1.51086,-3.27881,-2.23961,1.18183,271.74,-134.743,35576.7,0.00643137,7.56114,-0.00702582,42252.2 
84,44.827,0.55,0.31,0.12,1.4,84,34768.8,-0.462713,58.3239,13.8486,78.5823,-0.371303,419.095,32.609,0.597155,0.484841,4.38993,0.43908,0.658879,3.23386,3343.11,-59.8559,32860.6,31359.1,0.576792,0.464479,4.34921,0.418717,0.638516,0.325465,3338.57,-60.1919,32856,0.0792847,1.03258,-0.00338615,42108.7 
85,44.836,0.75,0.11,0.12,1.4,85,34621.4,-0.297563,56.1918,14.223,78.7726,0.330201,-1636,499.986,3.56982,0.472495,3.86795,0.767191,-1.52512,37.2387,696.874,-106.786,35417.8,43602.6,3.33534,0.238013,3.39898,0.532709,-1.7596,0.408403,644.643,-110.655,35365.6,0.0152124,1.42937,-0.00579716,42376 
86,44.839,0.63,0.23,0.12,1.4,86,35036.8,-0.0739281,57.5913,13.8309,78.7669,-0.0659832,218.477,0.385106,2.12128,2.08179,7.27743,2.99429,1.91043,-26.0715,4424.01,-26.1626,32276.2,26399.3,2.28544,2.24595,7.60576,3.15846,2.0746,0.562138,4460.58,-23.4539,32312.8,0.104734,1.00929,-0.00133886,42589.7 
87,44.827,0.71,0.15,0.12,1.4,87,33307.3,-0.0892318,56.5649,13.6369,78.6699,-0.0831739,136.944,108.839,0.556212,2.10843,3.43353,1.74365,3.89273,-40.4232,3539.55,-22.3526,31356.7,25481.4,0.810746,2.36297,3.9426,1.99818,4.14727,0.702709,3596.25,-18.1528,31413.4,0.088438,1.00891,-0.00106563,40664.1 
88,44.803,0.75,0.11,0.12,1.4,88,34903.5,-0.454665,57.5512,14.0695,78.7125,-1.17689,2920.52,351.02,0.282641,1.72434,0.615312,1.82643,0.292865,5.61138,272.643,-120.464,36219.3,138249,0.247307,1.68901,0.544645,1.7911,0.257532,0.879758,264.773,-121.047,36211.5,0.00615833,5.00138,-0.00619593,42994.3 
89,44.806,0.55,0.31,0.12,1.4,89,35626.9,-0.0148821,57.346,14.1927,78.6695,-0.0249954,14.9843,8.05537e-12,0.358489,5.69339,6.06444,2.90575,3.70523,-41.5391,2005.82,-65.3644,35135.4,26507.1,0.620049,5.95495,6.58756,3.16731,3.96679,0.675436,2064.08,-61.0487,35193.7,0.0473493,1.05458,-0.00320565,43592.6 
90,44.842,0.67,0.19,0.12,1.4,90,34587.4,-0.00742309,55.9466,14.0845,78.5738,-0.0342048,3.81286,500,-1.29557,-2.14443,-1.02339,0.242351,1.08532,-27.7793,861.498,-90.6155,35227.2,25655.6,-1.12066,-1.96951,-0.673551,0.41727,1.26024,0.677141,900.461,-87.7293,35266.2,0.0211801,1.20554,-0.00460358,42514.6 
91,44.812,0.47,0.39,0.12,1.4,91,34382.3,-0.0325193,55.9354,13.9773,78.731,-0.055213,131.379,500,0.651125,-0.342528,6.20305,4.84908,0.914712,-13.3728,677.062,-102.884,35061.5,25687.1,0.73533,-0.258323,6.37146,4.93329,0.998917,0.501477,695.819,-101.494,35080.3,0.0165315,1.34275,-0.00535814,42090.6 
92,44.818,0.75,0.11,0.12,1.4,92,36904.3,-0.353622,64.0533,13.1409,78.793,0.183456,-174.958,479.909,0.732263,0.854587,1.78966,0.295084,-0.821857,-22.5791,16622.1,162.529,21546.6,28445.6,0.874437,0.996761,2.07401,0.437259,-0.679683,0.439879,16653.8,164.875,21578.3,0.395425,0.98297,0.0138797,42116.2 
93,44.8,0.51,0.35,0.12,1.4,93,33623.1,-0.463919,56.2491,13.9194,78.6033,-0.444957,900.222,125.38,-0.345181,1.8193,1.90652,2.61855,3.08107,-12.5772,302.213,-124.798,34944.8,38527.3,-0.265985,1.8985,2.06491,2.69774,3.16026,0.783902,319.854,-123.492,34962.5,0.00769332,3.08312,-0.00654915,41575.6 
94,44.815,0.59,0.27,0.12,1.4,94,37290.3,-0.397491,64.0036,13.3598,79.0496,-0.13569,-126.652,81.786,-0.179531,-0.0720043,1.19873,-2.51237,-0.425277,7.86634,10095.4,92.0226,28546.5,28395,-0.229063,-0.121537,1.09967,-2.56191,-0.474809,1.4807,10084.4,91.2053,28535.4,0.230468,0.984419,0.0058533,43756.2 
95,44.803,0.55,0.31,0.12,1.4,95,33523.3,-0.433027,55.3397,14.0457,78.8405,-0.415047,939.514,475.481,-0.89859,-2.06255,2.84861,1.0739,0.919547,-41.609,520.695,-141.135,34610.9,37997,-0.636589,-1.80055,3.37261,1.3359,1.18155,0.0232602,579.056,-136.812,34669.2,0.0139569,1.70494,-0.00732258,41488.8 
96,44.833,0.51,0.35,0.12,1.4,96,36761.4,-0.432613,63.1513,13.4242,78.8101,0.754539,-627.571,67.8955,4.06652,3.53928,1.49188,0.134315,-0.223223,9.11851,7831.52,4.20418,30467,43012.1,4.00911,3.48186,1.37705,0.0768981,-0.28064,0.841066,7818.73,3.2568,30454.2,0.178694,0.999272,0.000196958,43754.7 
97,44.836,0.59,0.27,0.12,1.4,97,32969.5,-0.46242,55.9233,13.7436,78.7974,-0.970143,3175.3,304.568,-0.649732,2.29575,2.97054,5.57984,1.95986,-8.22179,809.582,-75.3832,33889.3,125300,-0.597961,2.34752,3.07408,5.63162,2.01163,0.75342,821.114,-74.529,33900.8,0.0201135,1.18883,-0.00406623,40824.1 
98,44.809,0.67,0.19,0.12,1.4,98,34465.2,-0.316079,57.7551,13.8102,78.7109,-0.362643,1022.64,4.24771e-11,-0.159452,2.28574,3.80743,0.703864,1.67643,-38.5981,1172.91,-91.8156,34923.5,38037.4,0.08359,2.52879,4.29352,0.946906,1.91947,0.560643,1227.05,-87.8054,34977.7,0.0288713,1.14315,-0.00464577,42500.7 
99,44.833,0.59,0.27,0.12,1.4,99,35151,0.0268804,58.0745,13.7415,78.868,-0.015681,-7.79677,1.81401e-11,0.6568,2.62175,1.42461,0.215144,-1.2794,-13.9886,3516.28,-39.5671,33079.5,25982.6,0.744882,2.70983,1.60078,0.303227,-1.19132,0.615881,3535.9,-38.1138,33099.1,0.0830163,1.01923,-0.0021257,42592.8 
100,44.833,0.47,0.39,0.12,1.4,100,34667.6,-0.373452,59.6503,13.3341,78.8398,-0.649498,2218.27,149.901,-0.66432,2.01025,4.37645,0.0622955,2.12032,-38.5732,8484.08,42.2055,27678.4,72793.8,-0.421434,2.25314,4.86222,0.305181,2.36321,0.48066,8538.18,46.2131,27732.5,0.206923,0.990617,0.00306026,41262.6 
101,44.833,0.75,0.11,0.12,1.4,101,32236.9,-0.423261,54.6737,13.6854,78.6304,0.587392,-275.626,441.19,0.862182,1.65556,1.81906,2.03851,-1.44688,-58.6127,1137.78,-76.6535,32604.9,29627.8,1.23125,2.02463,2.5572,2.40758,-1.07781,0.641992,1219.99,-70.5639,32687.1,0.0306601,1.11262,-0.00399256,39790.7 
102,44.839,0.47,0.39,0.12,1.4,102,34302.9,-0.443558,57.5509,13.821,78.9521,-0.699144,1708.4,63.4835,0.690816,-0.550181,-1.46525,-1.29859,0.476845,-5.21107,2696.28,-43.5884,33216.5,64775.5,0.723628,-0.517369,-1.39962,-1.26578,0.509657,0.282054,2703.59,-43.047,33223.8,0.064513,1.02866,-0.00239247,41907.7 
103,44.815,0.55,0.31,0.12,1.4,103,36467,0.0566551,63.7565,12.933,79.1117,0.0201325,-50.5022,0.00121482,-2.52992,-0.382367,3.11718,1.7177,-0.193935,-3.76349,10264.6,73.0856,27732.5,26875.4,-2.50623,-0.358669,3.16457,1.7414,-0.170237,-0.691523,10269.9,73.4766,27737.7,0.238832,0.987634,0.004856,43000.4 
104,44.839,0.71,0.15,0.12,1.4,104,34563.8,-0.476388,57.1542,14.0812,78.9218,-0.634138,942.5,46.5058,2.08252,1.98637,2.59994,4.65663,2.72497,20.744,1804.65,-100.253,34376.8,45655.2,1.9519,1.85575,2.3387,4.52601,2.59435,0.823717,1775.55,-102.408,34347.7,0.0419694,1.11227,-0.00552258,42305.8 
105,44.842,0.47,0.39,0.12,1.4,105,35736.9,-0.430382,57.5897,14.3266,78.7276,-0.248916,587.117,202.451,2.822,2.70155,4.81945,-1.42032,2.38749,38.839,1227.89,-100.875,35903.4,31616.1,2.57744,2.45699,4.33034,-1.66488,2.14293,0.560051,1173.41,-104.91,35848.9,0.0269904,1.18548,-0.00542006,43475.1 
106,44.842,0.75,0.11,0.12,1.4,106,34787,-0.0311925,55.2642,14.3256,78.7866,-0.0403534,18.7811,500,-0.51788,0.987071,2.2379,1.12452,1.05251,14.1508,918.454,-86.8683,35232,25796.8,-0.606984,0.897967,2.0597,1.03542,0.963407,0.526453,898.606,-88.3385,35212.1,0.0211691,1.20778,-0.00464284,42448.9 
107,44.824,0.63,0.23,0.12,1.4,107,35655.1,-0.0644627,59.7651,13.694,78.9002,0.387529,-464.272,26.8613,0.266849,0.0567582,0.329972,-0.183778,1.73285,0.698477,5264.24,-15.8098,31938.7,32499.4,0.262451,0.0523601,0.321176,-0.188176,1.72845,0.852418,5263.26,-15.8824,31937.7,0.122545,1.00531,-0.000916906,42949.8 
108,44.806,0.47,0.39,0.12,1.4,108,34247.5,-0.00486041,56.2318,13.8453,78.5405,-0.0306018,-11.6844,500,-0.4606,2.13778,1.38674,0.524806,2.34612,-44.4507,1640.47,-73.1127,34106.9,25356,-0.180706,2.41768,1.94652,0.8047,2.62601,0.744356,1702.82,-68.4944,34169.3,0.0405215,1.07572,-0.0037063,42022.6 
109,44.815,0.75,0.11,0.12,1.4,109,34029.4,-0.0907046,59.4671,13.0088,78.9917,0.0406133,261.505,499.957,-0.376172,-2.37077,1.80778,1.08286,0.574556,-10.0929,12875.4,151.502,22536.2,25528.8,-0.31262,-2.30722,1.93488,1.14642,0.638108,-0.759672,12889.6,152.55,22550.3,0.326327,0.979709,0.0123083,39498.9 
110,44.824,0.55,0.31,0.12,1.4,110,34914.8,-0.417423,59.1511,13.6217,78.8338,-0.191367,-253.31,7.57336,-0.337205,2.18816,1.06291,2.27619,2.29408,67.4889,2936.62,-96.1359,33448.3,27807.5,-0.762164,1.7632,0.212991,1.85123,1.86912,0.956835,2841.96,-103.148,33353.6,0.0673462,1.06782,-0.00572944,42199.2 
111,44.83,0.75,0.11,0.12,1.4,111,35192.7,-0.104321,60.2026,13.3116,78.9413,0.0213447,-9.03995,500,-0.848212,1.91757,3.92662,0.81305,5.25346,35.3921,5569.8,-23.8097,31081.1,26094.2,-1.07107,1.69471,3.48091,0.590195,5.0306,0.642079,5520.16,-27.4868,31031.5,0.131004,1.00879,-0.00163435,42137.3 
112,44.824,0.75,0.11,0.12,1.4,112,34000.7,-0.445118,57.6116,13.6956,78.6504,-0.318454,649.624,261.13,1.8456,3.03475,3.68393,2.29047,1.14927,-68.2943,1257.92,-115.116,34294.6,32419.8,2.27563,3.46478,4.54399,2.7205,1.5793,0.688431,1353.7,-108.021,34390.4,0.0322815,1.16231,-0.00581977,41934.3 
113,44.809,0.63,0.23,0.12,1.4,113,32172.1,-0.0230018,54.6198,13.4677,78.953,-0.116411,35.2229,467.099,0.549505,1.06216,6.34223,1.155,0.403251,21.8691,953.16,-67.7998,32846,24079.9,0.411801,0.924453,6.06683,1.0173,0.265548,0.301534,922.487,-70.0719,32815.4,0.0232689,1.15331,-0.00394905,39644.6 
114,44.836,0.63,0.23,0.12,1.4,114,35950.5,-0.424227,60.8469,13.6245,79.0419,-0.541289,391.332,209.087,-1.02516,0.405051,2.84032,-0.51902,2.98172,-19.3945,6199.72,23.0186,31172.1,33882.5,-0.903042,0.527173,3.08457,-0.396898,3.10384,0.430434,6226.92,25.0336,31199.3,0.14467,0.993014,0.00147588,43042.1 
115,44.8,0.63,0.23,0.12,1.4,115,34153.6,-0.194092,56.5104,13.8269,78.926,-0.362479,744.866,500,-0.172716,0.176357,3.6046,-0.748615,-1.35316,44.2842,363.542,-117.771,35309.2,34225.4,-0.451562,-0.102489,3.04691,-1.02746,-1.63201,19.2875,301.429,-122.372,35247.1,0.00719522,3.45365,-0.00643665,41893 
116,44.821,0.59,0.27,0.12,1.4,116,38132.8,-0.0363721,64.5344,13.3307,78.8811,-0.000475847,-33.2624,0.00224455,0.457844,2.74992,2.77394,1.63143,-0.813075,24.9665,10820.4,74.2056,28609.2,28005.7,0.300636,2.59271,2.45953,1.47422,-0.970282,0.580057,10785.4,71.6116,28574.2,0.242352,0.988514,0.0045954,44503 
117,44.833,0.67,0.19,0.12,1.4,117,34801.6,-0.00975519,59.9965,13.1131,79.0211,-0.0370821,22.3135,499.215,0.340794,-0.577433,8.42276,5.65616,2.69979,24.6785,7612.75,17.1958,28613.4,25637.9,0.1854,-0.732827,8.11197,5.50077,2.5444,0.480326,7578.14,14.6318,28578.8,0.183485,0.996632,0.000942235,41301.1 
118,44.842,0.59,0.27,0.12,1.4,118,34604.9,-0.0459369,56.0203,14.0127,78.7307,-0.0327115,31.1717,6.11567e-05,0.315486,-0.148908,3.42502,2.18984,2.34756,35.5619,1079.03,-98.7571,34868.9,25587.4,0.0915621,-0.372832,2.97718,1.96592,2.12364,0.561242,1029.15,-102.452,34819,0.0244364,1.21096,-0.00544978,42115.5 
119,44.833,0.55,0.31,0.12,1.4,119,35009.7,-0.220695,57.9597,13.8077,78.8115,-0.0857646,-231.527,500,0.653308,-0.482707,0.18527,1.08747,-1.12982,30.3036,2523.9,-47.9257,33858.4,26698.6,0.462494,-0.673521,-0.196357,0.896653,-1.32063,0.763813,2481.4,-51.0741,33815.9,0.0585454,1.03737,-0.00279,42384.2 
