cyc,freq,Charge Time,Wiggle Time,Pulse Time,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
135,44.821,0.72,0.09,0.17,1.35,135,37234.3,-0.393854,63.421,13.4569,79.0783,-0.660048,448.375,419.882,-1.30542,3.88448,3.22111,0.390743,4.82315,38.9447,10094.3,50.5096,28526,37416.7,-1.55065,3.63925,2.73066,0.145518,4.57793,0.713848,10039.7,46.4634,28471.4,0.230078,0.991966,0.00299719,43635.9 
136,44.803,0.56,0.25,0.17,1.35,136,34217.4,-0.449652,57.2756,13.8671,78.7372,-0.507603,1433.38,499.869,3.45864,0.439006,7.04332,1.24788,2.21855,13.4544,470.581,-106.898,35365.8,49540.8,3.37392,0.354287,6.87388,1.16316,2.13383,0.505443,451.709,-108.296,35347,0.0107139,1.72282,-0.00567586,42161.1 
137,44.839,0.48,0.33,0.17,1.35,137,34758.4,-0.0691194,57.3275,13.8261,78.747,-0.141695,351.122,0.00363566,-1.78371,2.24127,3.89364,3.06442,3.82438,20.5157,431.008,-79.5324,35749.2,27421.8,-1.9129,2.11209,3.63527,2.93523,3.69519,0.652622,402.232,-81.6639,35720.5,0.00945264,1.5511,-0.00422922,42552.4 
138,44.827,0.48,0.33,0.17,1.35,138,32148.1,-0.0275185,57.0211,12.8316,78.9608,0.0746174,14.0923,500,-0.659101,2.98621,0.410319,2.92784,0.887382,33.2076,6621.55,24.2961,27061.1,23852.6,-0.868201,2.77711,-0.00788053,2.71874,0.678282,1.00149,6574.98,20.846,27014.5,0.170991,0.994482,0.00141946,38452.1 
139,44.83,0.6,0.21,0.17,1.35,139,36010.1,0.0759895,60.4759,13.4294,78.9863,-0.0383903,4.69235,2.19241e-12,1.33499,1.60394,5.84811,3.43649,4.818,61.376,8725.28,44.6601,28623.3,26444.2,0.948522,1.21747,5.07517,3.05002,4.43153,0.655283,8639.19,38.2833,28537.3,0.204173,0.992305,0.00246513,42313.2 
140,44.818,0.52,0.29,0.17,1.35,140,34153.1,-0.391214,59.8734,13.1314,78.8967,-0.292151,599.238,24.4937,-0.682265,0.504012,2.33164,3.42637,3.25857,35.3493,8358.58,35.5325,27216.5,31293.2,-0.90485,0.281427,1.88647,3.20379,3.03598,0.748566,8308.99,31.8598,27166.9,0.205842,0.993335,0.00215566,40365.9 
141,44.815,0.48,0.33,0.17,1.35,141,34326.5,-0.150751,58.8554,13.3551,78.8673,-0.0926783,9.62443,500,-0.975962,0.0443724,5.56338,2.55861,2.53112,23.0616,3383.29,-34.0783,32441.3,25616.5,-1.12118,-0.100841,5.27295,2.4134,2.38591,0.404203,3350.94,-36.4743,32408.9,0.0805641,1.01942,-0.00207749,41593.4 
142,44.818,0.6,0.21,0.17,1.35,142,37788.8,-0.406908,64.6213,13.4162,78.6921,0.308874,18.5053,319.86,-0.584654,0.792122,4.65598,1.22444,2.39975,14.2847,8964.09,54.4531,30127,28408.9,-0.674601,0.702175,4.47609,1.13449,2.3098,0.436825,8944.05,52.969,30107,0.201124,0.989742,0.00323045,44470.3 
143,44.824,0.56,0.25,0.17,1.35,143,33005.7,0.021084,56.8783,13.2219,78.8043,-0.0324985,22.436,3.85938e-12,-0.199812,-1.15772,0.148983,2.5516,3.77951,68.3996,1484.44,-54.5457,33021.2,24505.1,-0.630507,-1.58841,-0.712405,2.12091,3.34881,1.28065,1388.5,-61.6521,32925.3,0.0345051,1.08425,-0.00346125,40240.4 
144,44.833,0.6,0.21,0.17,1.35,144,32510.5,-0.0559112,56.6392,12.9889,78.7387,0.0827682,-54.7166,5.4277e-06,1.31585,-0.654694,4.24684,0.695418,2.50728,48.5344,4976.82,-15.6987,29056.2,24096.3,1.01024,-0.960302,3.63563,0.38981,2.20167,0.420806,4908.74,-20.7412,28988.2,0.125496,1.00745,-0.00131978,39114.8 
145,44.821,0.44,0.37,0.17,1.35,145,34241.7,-0.273411,57.8596,13.6573,78.8067,-1.74038,5921.13,4.23832e-05,0.725962,1.63044,5.05032,2.27609,-0.635657,29.9949,485.94,-102.85,35416.2,361186,0.537092,1.44157,4.67258,2.08722,-0.824527,0.409576,443.869,-105.966,35374.2,0.0105219,1.71757,-0.00554878,42185.4 
146,44.8,0.72,0.09,0.17,1.35,146,33545.4,-0.326816,57.3051,13.486,79.0035,1.06227,-2961.04,500,-0.585049,2.08934,4.43057,2.27817,3.133,-14.1324,110.512,-114.436,35029.7,127551,-0.496061,2.17833,4.60855,2.36716,3.22199,0.612074,130.334,-112.968,35049.5,0.00314144,-1.9349,-0.00597275,41488.8 
147,44.824,0.44,0.37,0.17,1.35,147,35947.2,-0.391139,60.1541,13.7178,78.7961,-0.528679,353.324,55.2952,-3.85312,0.291101,4.71301,5.18826,4.61626,25.8251,3175.04,-55.8127,34195.9,32943.2,-4.01573,0.128487,4.38779,5.02565,4.45365,0.560335,3138.81,-58.4958,34159.7,0.0722443,1.03371,-0.00316444,43447.2 
148,44.83,0.48,0.33,0.17,1.35,148,34275.1,-0.203542,59.9904,13.0753,78.8018,-0.0231457,30.3864,500,-0.116007,5.41287,6.7517,1.46854,3.74817,21.7305,7718.65,53.0595,28205,25557.5,-0.252838,5.27604,6.47804,1.33171,3.61134,0.606062,7688.17,50.8018,28174.5,0.187818,0.988569,0.00331053,40934.1 
149,44.842,0.68,0.13,0.17,1.35,149,32640.9,-0.443203,56.3317,13.4785,78.8559,-0.238286,814.233,20.1003,-2.605,0.64371,-0.197624,-0.0527265,4.9729,62.6712,380.937,-129.88,33994,31032.7,-2.99962,0.249086,-0.986872,-0.44735,4.57828,3.50782,293.035,-136.391,33906.1,0.00727094,5.39155,-0.00746539,40302.2 
150,44.8,0.68,0.13,0.17,1.35,150,34646.5,-0.420829,57.5755,13.9,78.9488,-0.521188,1103.14,467.369,1.27513,-0.717082,4.18069,-0.397692,3.4748,80.3533,156.329,-115.913,36034.6,44768.6,0.769169,-1.22305,3.16876,-0.903655,2.96883,0.337088,43.6255,-124.262,35921.9,0.00102814,-0.250963,-0.00641311,42431.5 
151,44.83,0.44,0.37,0.17,1.35,151,36630.9,-0.362688,63.2303,13.2343,79.0037,-0.00139238,-20.1595,295.289,-2.50765,4.12208,2.64897,1.12633,1.06685,33.9424,8945.1,55.5801,29107.2,27241.8,-2.72138,3.90835,2.22152,0.912605,0.853128,0.570657,8897.49,52.0536,29059.6,0.206018,0.989866,0.00328885,43187.8 
152,44.812,0.68,0.13,0.17,1.35,152,34098.3,-0.413336,56.8475,13.8535,78.8479,-0.250407,537.115,241.962,-0.483251,1.46282,7.09371,0.539105,1.33266,42.11,3549.78,-12.4908,32061.4,30015.3,-0.748406,1.19766,6.5634,0.27395,1.06751,0.214351,3490.71,-16.8659,32002.4,0.0846162,1.00853,-0.00097177,41253.5 
153,44.83,0.68,0.13,0.17,1.35,153,34358.9,-0.438238,59.4776,13.3162,78.918,0.3911,3673.19,392.938,-1.27766,-1.92235,2.98284,-2.11005,1.91666,48.6369,6670.87,54.9727,29300.7,72548.3,-1.58391,-2.2286,2.37034,-2.4163,1.61041,2.05439,6602.65,49.9195,29232.5,0.16066,0.986942,0.00313585,41096.9 
154,44.836,0.52,0.29,0.17,1.35,154,33656,0.0286665,57.5805,13.3036,78.8906,-0.0264077,14.4753,5.48451e-11,-4.40348,4.48461,3.09416,1.29809,1.8036,43.2487,3235.04,-23.3405,31973.5,24949.3,-4.6758,4.21228,2.54951,1.02577,1.53127,0.450895,3174.38,-27.8339,31912.8,0.0777433,1.01558,-0.00160924,40831.5 
155,44.812,0.48,0.33,0.17,1.35,155,34458.4,-0.0690934,57.4671,13.6817,78.8567,-0.101575,126.111,499.917,0.321588,-0.751516,3.60351,1.73503,6.99285,12.8785,1467.83,-53.845,34551.7,26012,0.240495,-0.832609,3.44132,1.65393,6.91175,0.698524,1449.77,-55.183,34533.6,0.0343552,1.07136,-0.00295228,42199.4 
156,44.8,0.44,0.37,0.17,1.35,156,33151.3,0.00080786,55.7665,13.4869,78.7212,-0.0412866,29.8492,139.057,1.74431,1.1191,2.06205,4.03579,3.03809,6.46371,150.806,-107.634,34644.4,24524,1.70361,1.0784,1.98065,3.99509,2.99739,0.831508,141.74,-108.305,34635.3,0.00345611,-2.9656,-0.00579368,41011.4 
157,44.842,0.48,0.33,0.17,1.35,157,34609.1,-0.408429,57.6077,13.8537,78.9719,-0.502906,1119.4,173.443,0.757402,0.464648,1.81312,5.14681,3.24507,53.2497,521.598,-97.3393,35713.7,44306.1,0.422103,0.129349,1.14252,4.81151,2.90977,0.878652,446.911,-102.872,35639,0.0105153,1.67454,-0.00534564,42501 
158,44.809,0.48,0.33,0.17,1.35,158,37895.8,-0.0923205,60.3143,14.2382,78.7118,0.416421,180.045,500,-1.29089,2.74286,-0.135138,0.722379,1.08536,23.8903,2969.94,-61.5155,36120.3,30396.4,-1.44132,2.59243,-0.436,0.571948,0.934931,1.19622,2936.43,-63.9976,36086.8,0.0645103,1.03965,-0.00327756,45518.8 
159,44.836,0.48,0.33,0.17,1.35,159,31931.1,-0.0490285,53.1733,13.7538,78.8706,0.0239406,25.8183,497.659,-1.79351,2.11672,5.53625,1.25835,1.50413,1.66878,1021.32,-55.8265,32626.6,23827.5,-1.80402,2.10621,5.51523,1.24784,1.49362,0.355613,1018.97,-55.9999,32624.3,0.0257866,1.10641,-0.00317202,39515.7 
160,44.818,0.56,0.25,0.17,1.35,160,36314.6,-0.399405,63.4376,13.1484,78.9131,1.25452,-1446.3,112.489,-0.369229,-0.031215,0.727552,3.46752,4.96301,25.7419,8807.35,29.9531,29039.4,86218.1,-0.531319,-0.193305,0.403372,3.30543,4.80092,0.948187,8771.24,27.2786,29003.3,0.204005,0.994587,0.00172957,42995.2 
161,44.812,0.72,0.09,0.17,1.35,161,36303,-0.396939,59.8465,13.9285,78.8718,1.82338,-2853.53,361.153,0.894849,0.302753,2.86909,2.28213,1.63055,48.6562,2917.84,-54.8813,34825.6,196513,0.588474,-0.00362224,2.25634,1.97576,1.32418,0.632585,2849.59,-59.9365,34757.3,0.0649654,1.03821,-0.0031867,43863.2 
162,44.83,0.56,0.25,0.17,1.35,162,36361.4,-0.34897,62.27,13.3194,78.8395,0.135133,-395.566,451.409,-1.22302,-2.22506,0.58005,2.49259,3.7264,29.0732,7487.77,7.26949,30250.7,28739.8,-1.40609,-2.40813,0.213917,2.30953,3.54333,0.905034,7446.99,4.24889,30210,0.172805,0.999003,0.000259017,43094.7 
163,44.83,0.52,0.29,0.17,1.35,163,36871.4,-0.0861028,61.0976,13.7175,79.0013,-0.115023,23.7034,1.15042e-11,-1.0267,-0.497468,5.53724,-0.470192,2.11954,10.2956,5087.14,-9.21841,33266.6,27371.8,-1.09153,-0.562297,5.40759,-0.535021,2.05471,-0.0254363,5072.7,-10.2881,33252.1,0.114481,1.00356,-0.000570265,44310.2 
164,44.806,0.64,0.17,0.17,1.35,164,35638.8,-0.472769,60.3608,13.7169,78.8406,-0.147848,-376.701,356.391,0.295957,1.53766,3.56067,0.912999,0.527682,13.6313,588.646,-100.402,36742.6,28766,0.210124,1.45183,3.38901,0.827166,0.441849,0.463763,569.526,-101.818,36723.4,0.0129723,1.45531,-0.00513357,43903.2 
165,44.836,0.68,0.13,0.17,1.35,165,35160.1,-0.368013,57.4692,14.0156,78.7968,-0.165717,117.989,76.109,0.85382,1.47516,0.48245,1.334,2.90813,37.3749,3504.61,-36.9135,33093,26857,0.61848,1.23982,0.0117701,1.09866,2.67279,0.997914,3452.18,-40.7966,33040.6,0.0813426,1.02112,-0.00227971,42440 
166,44.821,0.52,0.29,0.17,1.35,166,37162.1,0.0173623,61.6944,13.6088,78.9349,-0.0254678,-56.4321,500,-1.39498,2.25898,2.29097,1.59893,4.73461,-18.6047,6795.01,40.3133,31726.2,27378.1,-1.27783,2.37613,2.52527,1.71608,4.85176,0.752216,6821.11,42.2462,31752.3,0.154014,0.989278,0.00244492,44288.8 
167,44.818,0.48,0.33,0.17,1.35,167,32291.4,-0.37754,57.2917,12.9902,79.1834,-0.741079,2045.22,377.161,-1.80727,0.508209,2.33893,2.58192,-0.379279,-45.0799,7368.96,50.4224,26547.7,73567.3,-1.52342,0.792065,2.90664,2.86578,-0.0954231,0.412282,7432.19,55.1061,26610.9,0.191388,0.987191,0.00380015,38833.1 
168,44.824,0.64,0.17,0.17,1.35,168,37300.1,-0.395518,61.7046,13.8574,78.8525,-2.37978,1767.8,167.39,0.124573,3.47338,2.28519,3.11096,2.05221,56.0405,4771.24,-44.5591,33744.1,164786,-0.228299,3.12051,1.57945,2.75809,1.69934,0.823112,4692.64,-50.3815,33665.5,0.105647,1.01915,-0.00276439,44417.9 
169,44.815,0.44,0.37,0.17,1.35,169,35048.5,-0.277162,58.5215,13.8176,78.789,-0.318363,530.7,3.75325,-0.00105177,2.02169,-1.31536,0.736135,3.74854,17.1845,3314.32,-11.3645,33077.8,31823.5,-0.109258,1.91349,-1.53177,0.627929,3.64034,1.33734,3290.22,-13.1499,33053.7,0.0777946,1.00704,-0.00073339,42293.6 
170,44.803,0.6,0.21,0.17,1.35,170,34176.2,-0.43713,57.6767,13.7305,78.7375,-0.395975,1230.39,155.873,1.29422,-2.20024,3.23281,4.36748,1.92545,-15.2306,726.246,-81.3906,34942,41639.9,1.39012,-2.10433,3.42462,4.46338,2.02135,0.627562,747.609,-79.8082,34963.4,0.0177983,1.22973,-0.00422259,42004.4 
171,44.827,0.64,0.17,0.17,1.35,171,36595.1,-0.363728,61.6613,13.5603,79.0509,0.443766,-529.817,50.0839,2.36377,-0.343743,4.87267,-0.311152,-1.85556,39.16,9013.09,59.77,28865,34873.1,2.11719,-0.590323,4.3795,-0.557732,-2.10214,-0.34899,8958.17,55.7014,28810.1,0.208552,0.989236,0.00354888,42954.1 
172,44.818,0.64,0.17,0.17,1.35,172,37211.3,0.0571876,62.3302,13.5054,78.8019,-0.030399,-15.7202,1.40222e-11,-2.30149,-1.52562,-1.62266,-1.02452,3.00418,23.1256,7592.74,48.2523,30892.7,27418.7,-2.44711,-1.67124,-1.91389,-1.17014,2.85856,0.559398,7560.31,45.8496,30860.3,0.171921,0.989499,0.00272937,43975.5 
173,44.821,0.64,0.17,0.17,1.35,173,34777,-0.211354,58.6847,13.6135,78.589,-0.196389,507.073,57.0223,-2.29777,0.0267143,-2.38116,1.25905,0.0200525,-31.6407,681.215,-84.0207,35579.2,29248.7,-2.09853,0.225947,-1.98269,1.45828,0.219286,0.0895516,725.595,-80.7333,35623.6,0.0169684,1.24179,-0.00419225,42761.4 
174,44.827,0.44,0.37,0.17,1.35,174,36520,-0.371008,61.8328,13.5097,78.8673,-0.00567238,-207.968,2.94617,0.504532,-0.315858,1.78949,4.82018,-2.23146,-28.7952,7170.67,41.9865,30700,27231.6,0.685848,-0.134543,2.15212,5.0015,-2.05015,0.619416,7211.05,44.9782,30740.4,0.165829,0.989202,0.00268805,43484.8 
175,44.827,0.72,0.09,0.17,1.35,175,36913.7,-0.416345,61.5213,13.8007,78.8099,-0.0993386,-184.515,288.2,1.3101,-1.61701,2.61795,1.92819,3.62592,-43.7311,3885.31,-22.606,34536.8,28235.6,1.58547,-1.34164,3.16867,2.20356,3.90128,0.667063,3946.65,-18.0625,34598.2,0.088149,1.00807,-0.000962625,44772.5 
176,44.806,0.48,0.33,0.17,1.35,176,32842.8,-0.14799,54.3734,13.7829,78.8363,-0.0325089,-14.1691,499.739,-1.70277,1.95687,7.15655,3.60998,5.32213,-69.0411,327.384,-94.4438,34042.4,24411.2,-1.26804,2.3916,8.02601,4.04471,5.75687,0.576489,424.221,-87.2707,34139.2,0.0104209,1.56252,-0.00473128,40708.5 
177,44.827,0.6,0.21,0.17,1.35,177,37002.2,-0.227841,62.4084,13.5164,78.9547,0.197966,-413.98,500,2.48123,-1.04563,4.35286,1.14305,1.15493,-81.4255,5750.15,9.67431,32612.1,30127.7,2.99394,-0.532916,5.37829,1.65576,1.66765,0.518192,5864.36,18.1341,32726.3,0.131839,0.994618,0.0010197,44481.3 
178,44.812,0.64,0.17,0.17,1.35,178,37302,-0.423758,60.9317,14.0864,78.8789,-0.929112,1520.79,5.15498,1.00637,-0.19556,5.65331,0.570723,2.70415,-31.8932,2479.35,-51.1947,36295.9,73938,1.2072,0.00526285,6.05496,0.771546,2.90497,0.446729,2524.09,-47.8811,36340.7,0.0555892,1.03434,-0.002433,45406.1 
179,44.812,0.56,0.25,0.17,1.35,179,36892.2,-0.37674,62.3161,13.6331,78.9573,1.06234,-898.839,500,0.573482,2.08204,5.77581,2.45869,0.402991,2.64629,2754.09,-30.8843,35639.8,58740.3,0.556819,2.06538,5.74248,2.44203,0.386328,0.486959,2750.38,-31.1593,35636.1,0.061391,1.02023,-0.00161329,44801 
180,44.821,0.48,0.33,0.17,1.35,180,35487.6,-0.211983,60.3323,13.5115,78.9041,-0.0907403,45.8148,7.06502e-06,-0.273632,1.22197,3.48814,4.24285,4.12577,13.184,1109.15,-100.612,35996,26672.1,-0.356648,1.13895,3.3221,4.15983,4.04275,0.730064,1090.66,-101.982,35977.5,0.0250471,1.19565,-0.00524903,43544.1 
181,44.812,0.52,0.29,0.17,1.35,181,37090.3,-0.124022,61.9719,13.5909,78.8604,-0.181755,172.007,1.50746e-05,-1.87778,0.494526,1.28988,1.23488,1.30396,-57.7609,3022.39,-33.5245,35373.9,28435.8,-1.51408,0.85823,2.01729,1.59859,1.66766,0.564083,3103.4,-27.5233,35454.9,0.0690562,1.01576,-0.00143206,44940.2 
182,44.827,0.56,0.25,0.17,1.35,182,34571.6,-0.361002,59.9093,13.2474,78.8967,0.367417,3452.04,499.854,1.71731,1.71938,3.43782,-0.45836,1.7034,6.3574,4616.5,-11.0531,31426.1,67124.1,1.67728,1.67935,3.35775,-0.498391,1.66337,0.573854,4607.58,-11.7137,31417.2,0.110547,1.00447,-0.000687287,41679.9 
183,44.821,0.68,0.13,0.17,1.35,183,35339.7,-0.382892,57.9492,13.9959,78.7441,-0.261753,345.149,350.428,1.13063,2.11064,2.57137,1.36551,1.81032,-17.4895,3627.22,-13.0303,33083.3,29343.4,1.24076,2.22076,2.79162,1.47564,1.92045,0.71069,3651.75,-11.2132,33107.8,0.0854831,1.0054,-0.000624286,42719 
184,44.842,0.52,0.29,0.17,1.35,184,36511.4,-0.45053,59.7534,14.1276,78.8196,-0.0319101,-183.322,152.987,0.672476,1.9119,1.0607,-1.14773,2.11379,20.192,1381.62,-86.3135,36679.7,27671,0.545332,1.78476,0.806414,-1.27487,1.98665,0.790448,1353.3,-88.4114,36651.4,0.0303417,1.12909,-0.0044634,44601.9 
185,44.812,0.6,0.21,0.17,1.35,185,35602,-0.414297,60.4783,13.5637,78.9388,-0.794918,252.104,321.187,-0.590316,-2.49061,2.60722,3.11289,-1.7967,-10.931,2020.29,-89.4582,35166.1,33227.6,-0.521486,-2.42178,2.74488,3.18172,-1.72787,-1.18636,2035.63,-88.3225,35181.4,0.0467426,1.08217,-0.00464607,43549.7 
186,44.818,0.68,0.13,0.17,1.35,186,35543.9,-0.371281,60.6585,13.4222,78.8792,-0.174139,501.307,419.952,-1.72727,1.03468,1.30717,-0.763172,2.53421,34.1552,7236.72,17.7173,29719.6,29345.8,-1.94234,0.819609,0.877036,-0.978238,2.31914,0.19921,7188.82,14.1687,29671.7,0.170345,0.996563,0.000878862,42201.4 
187,44.842,0.6,0.21,0.17,1.35,187,35252.4,-0.0281368,59.3266,13.5465,78.9961,0.0672282,11.1356,499.999,-4.3561,1.08128,-1.48035,0.501487,2.35467,3.54798,362.71,-99.4323,36623.2,26186.5,-4.37844,1.05894,-1.52503,0.479147,2.33233,0.249883,357.734,-99.8009,36618.2,0.00821108,1.95395,-0.00504589,43567.2 
188,44.806,0.6,0.21,0.17,1.35,188,35210.5,-0.396072,58.437,13.8566,78.951,-0.272527,530.336,485.831,-1.92514,0.8657,1.12193,3.39525,3.22116,-34.2096,442.628,-113.638,36291,31064.7,-1.70973,1.08111,1.55275,3.61066,3.43657,0.805209,490.61,-110.084,36339,0.011312,1.64654,-0.00561171,43370.6 
189,44.839,0.64,0.17,0.17,1.35,189,35988.8,-0.479592,60.5441,13.81,78.9126,-0.716633,538.573,20.5064,-1.48263,-4.1955,0.127181,-0.597522,-1.20826,62.6412,695.172,-126.845,36918.8,39782.6,-1.87706,-4.58994,-0.661689,-0.991957,-1.60269,0.931948,607.311,-133.353,36831,0.0137813,1.62408,-0.00671447,44067.8 
190,44.824,0.48,0.33,0.17,1.35,190,38303.2,-0.398787,63.5299,13.808,78.9636,-0.0613566,-200.938,239.686,-0.585352,0.672725,4.07178,0.400894,2.96201,13.752,6483.04,16.1495,33135.3,28957.9,-0.671945,0.586132,3.89859,0.314301,2.87541,0.443257,6463.75,14.7208,33116,0.141933,0.99603,0.000818184,45540.7 
191,44.809,0.68,0.13,0.17,1.35,191,34053.2,-0.381008,58.8185,13.3103,78.873,0.13697,29.9223,26.1905,-0.0388293,-0.796493,5.75863,3.18815,4.31047,24.2147,1082.74,-87.5563,34627.4,25619.2,-0.191303,-0.948967,5.45369,3.03567,4.15799,0.526058,1048.77,-90.0721,34593.4,0.0250489,1.17688,-0.00481947,41869 
192,44.806,0.72,0.09,0.17,1.35,192,35937.5,-0.153415,58.5001,13.9951,78.7669,0.215366,-666.89,2.03527e-08,-2.2345,0.862453,6.67891,0.526276,4.19351,39.3613,516.274,-113.814,36828.3,31327.4,-2.48235,0.614606,6.18321,0.278428,3.94566,0.275933,461.066,-117.903,36773.1,0.0105138,1.80998,-0.00594132,43853.3 
