,index,time,pulse_length,B,e_B,A,x0,sigma,e_A,e_x0,e_sigma
0,0,170.0,120.0,202.10345083038655,0.0027528754373236097,0.4100916838730362,44.8172765693893,0.009727933693342664,0.04206513727230117,0.0004300171294836583,0.0010324249595451565
1,1,250.0,120.0,202.1742963713448,0.006745270337944476,0.24604276084261015,44.82834197631569,0.02006130941349757,0.03022403265734086,0.0010534252393012177,0.0027020793999689985
2,2,450.0,120.0,202.1823824065548,0.0034333145061395953,0.3575003003620574,44.829604789521476,0.01003867357535685,0.044347591162828104,0.0005361787237228479,0.0012995919899422483
3,3,210.0,120.0,202.112658909183,0.005796096381885718,0.2490018099128456,44.81871491754172,0.020099595770973037,0.026325823572389034,0.0009053590022389398,0.0022823533401204682
4,4,330.0,120.0,202.11157797536944,0.006509762246992068,0.24463936273683398,44.81854607230822,-0.020015116582677548,0.029164395296127587,0.0010168368949211345,0.002561441970325215
5,5,410.0,120.0,202.17035943772882,0.006438802426970369,0.23058655487964214,44.82772712599381,-0.023015159727594582,0.023439278717839924,0.001005575731049377,0.0026493499471934158
6,6,370.0,120.0,202.10062661355425,0.00552826918772098,0.2693821618535054,44.81683540457952,-0.015353381784471641,0.035414147688412764,0.0008635554856176753,0.0021390281362742435
7,7,290.0,120.0,202.17317621056876,0.007792009669969957,0.23189019718127404,44.828167036026265,-0.02250348617068383,0.029127820898629864,0.0012168992381662049,0.00320439456845434
